customer_id,recency_days,tenure_days,freq_total,freq_30d,freq_90d,freq_180d,monetary_90d,monetary_total,aov,amount_std,unique_categories,txn_per_month,mean_inter_days,top_category,late_rate,partial_rate,promo_rate,suspicious_count,age,gender,city_tier,kyc_verified,phone_verified,device_type,referral_source,credit_limit_vnd,account_age_days,churn
ZLP002191,8,121,5,1.0,3.0,5.0,575000.0,834000.0,166800.0,91174.00945444925,2,1.2396694214876034,27.75,Viễn thông,0.0,0.0,0.2,0,18.0,Female,1,1,1,Android,Campaign,2000000,124,0
ZLP002192,7,58,3,1.0,3.0,3.0,635000.0,635000.0,211666.66666666666,63657.94006511155,1,1.5517241379310345,25.0,Viễn thông,0.0,0.0,0.0,0,30.0,Other,2,1,1,iOS,Campaign,2000000,64,0
ZLP002193,9,283,17,2.0,7.0,12.0,1427000.0,3132000.0,184235.29411764705,84789.09821710919,2,1.802120141342756,16.6875,Thực phẩm & Ăn uống,0.17647058823529413,0.058823529411764705,0.058823529411764705,1,40.0,Female,3,1,0,iOS,Referral,1000000,290,0
ZLP002194,38,303,9,0.0,2.0,5.0,914000.0,3390000.0,376666.6666666667,105800.51984749413,3,0.8910891089108911,32.5,Chăm sóc sức khỏe,0.2222222222222222,0.0,0.1111111111111111,0,19.0,Female,1,1,1,iOS,Organic,5000000,394,0
ZLP002195,16,303,11,1.0,3.0,6.0,641000.0,2559000.0,232636.36363636365,56416.793115654364,3,1.0891089108910892,28.0,Điện & Nước,0.18181818181818182,0.0,0.18181818181818182,0,29.0,Male,3,1,1,Android,Organic,1000000,394,0
ZLP002196,2,242,9,1.0,4.0,6.0,1312000.0,2302000.0,255777.77777777778,91761.61749034529,1,1.115702479338843,29.375,Viễn thông,0.1111111111111111,0.1111111111111111,0.2222222222222222,0,24.0,Male,1,1,1,Android,Campaign,500000,244,0
ZLP002197,13,286,7,1.0,2.0,4.0,1035000.0,4606000.0,658000.0,342870.23784516496,1,0.7342657342657343,45.0,Thời trang,0.14285714285714285,0.0,0.0,0,30.0,Male,3,1,1,iOS,Campaign,2000000,290,0
ZLP002198,18,181,5,1.0,2.0,4.0,775000.0,1775000.0,355000.0,137838.6738183446,3,0.8287292817679558,40.25,Chăm sóc sức khỏe,0.6,0.0,0.4,0,28.0,Female,1,1,1,Android,Unknown,1000000,184,0
ZLP002199,14,300,12,1.0,3.0,7.0,493000.0,2076000.0,173000.0,57447.20896772808,4,1.2,25.545454545454547,Viễn thông,0.16666666666666666,0.0,0.08333333333333333,0,24.0,Female,2,1,1,Unknown,Social,1000000,334,0
ZLP002201,15,297,17,1.0,5.0,9.0,952000.0,3572000.0,210117.64705882352,73359.45947263819,4,1.7171717171717171,17.1875,Thực phẩm & Ăn uống,0.0,0.17647058823529413,0.17647058823529413,1,38.0,Female,3,1,1,Android,Campaign,1000000,669,0
ZLP002202,214,242,2,0.0,0.0,0.0,0.0,285000.0,142500.0,40305.08652763321,1,0.24793388429752067,27.0,Viễn thông,0.0,0.0,0.0,0,27.0,Female,1,1,1,iOS,Unknown,2000000,244,1
ZLP002203,130,298,3,0.0,0.0,1.0,0.0,8241550.000000003,2747183.3333333344,724328.586232336,1,0.30201342281879195,83.0,Điện tử,0.6666666666666666,0.0,0.0,0,32.0,Male,1,1,1,iOS,Social,500000,318,0
ZLP002204,29,29,1,1.0,1.0,1.0,1756000.0,1756000.0,1756000.0,0.0,1,1.0,29.0,Điện tử,0.0,0.0,0.0,0,20.0,Female,1,1,1,Android,Organic,2000000,34,1
ZLP002205,19,212,7,1.0,3.0,5.0,797000.0,2287000.0,326714.28571428574,97443.51233016027,1,0.9905660377358491,31.5,Chăm sóc sức khỏe,0.0,0.14285714285714285,0.42857142857142855,0,22.0,Male,2,1,1,Android,Organic,1000000,214,0
ZLP002206,31,303,5,0.0,2.0,2.0,1494000.0,4072000.0,814400.0,412467.93814792443,2,0.49504950495049505,67.75,Du lịch & Vận chuyển,0.2,0.2,0.2,0,30.0,Female,2,1,1,iOS,Organic,1000000,318,0
ZLP002208,60,60,1,0.0,1.0,1.0,457000.0,457000.0,457000.0,0.0,1,0.5,60.0,Thực phẩm & Ăn uống,0.0,0.0,0.0,0,30.0,Female,1,1,1,Android,Campaign,1000000,64,0
ZLP002209,23,301,11,1.0,3.0,6.0,495000.0,1866000.0,169636.36363636365,86851.9115820403,2,1.0963455149501662,27.2,Viễn thông,0.0,0.0,0.2727272727272727,0,26.0,Male,3,1,1,Android,Campaign,1000000,669,0
ZLP002210,11,298,13,1.0,4.0,8.0,566000.0,2758000.0,212153.84615384616,86054.0974754119,4,1.308724832214765,23.416666666666668,Viễn thông,0.0,0.0,0.07692307692307693,0,27.0,Male,2,1,1,iOS,Social,2000000,334,0
ZLP002211,30,30,1,0.0,1.0,1.0,701000.0,701000.0,701000.0,0.0,1,1.0,30.0,Thời trang,0.0,0.0,0.0,0,20.0,Female,1,1,1,iOS,Social,1000000,34,0
ZLP002212,48,209,4,0.0,1.0,3.0,1316000.0,3419000.0,854750.0,353582.9699896004,2,0.5741626794258373,53.333333333333336,Du lịch & Vận chuyển,0.0,0.25,0.25,1,31.0,Female,1,1,1,Android,Campaign,1000000,214,0
ZLP002213,182,270,4,0.0,0.0,0.0,0.0,2605000.0,651250.0,344065.2796587686,1,0.4444444444444444,29.0,Thời trang,0.25,0.0,0.25,1,33.0,Male,1,1,1,Android,Organic,2000000,274,1
ZLP002214,77,298,4,0.0,1.0,2.0,1168000.0,3627000.0,906750.0,437489.3332032984,1,0.40268456375838924,73.0,Du lịch & Vận chuyển,0.5,0.0,0.5,0,25.0,Male,2,1,1,Android,Social,3000000,364,0
ZLP002215,8,119,5,1.0,4.0,5.0,687000.0,943000.0,188600.0,43724.135211573936,1,1.2605042016806722,27.25,Viễn thông,0.2,0.0,0.4,0,27.0,Female,3,1,1,iOS,Campaign,3000000,124,0
ZLP002216,11,302,12,1.0,4.0,7.0,763000.0,2667000.0,222250.0,92019.88421482116,1,1.1920529801324504,25.90909090909091,Điện & Nước,0.16666666666666666,0.08333333333333333,0.25,0,29.0,Male,2,1,0,iOS,Social,2000000,364,0
ZLP002218,9,301,5,1.0,1.0,3.0,283000.0,3270000.0,654000.0,447389.65119904146,2,0.4983388704318937,72.5,Du lịch & Vận chuyển,0.2,0.0,0.2,0,27.0,Female,3,1,1,Android,Unknown,3000000,394,0
ZLP002219,13,299,18,1.0,5.0,10.0,959000.0,2983000.0,165722.22222222222,82420.58962887393,1,1.806020066889632,16.176470588235293,Thực phẩm & Ăn uống,0.16666666666666666,0.0,0.2777777777777778,0,40.0,Male,1,1,1,Android,Campaign,1000000,394,0
ZLP002220,11,29,2,2.0,2.0,2.0,456000.0,456000.0,228000.0,14142.13562373095,1,2.0,17.0,Điện & Nước,0.0,0.0,0.0,0,26.0,Male,1,0,1,Android,Organic,1000000,34,0
ZLP002222,13,207,7,1.0,3.0,5.0,1043000.0,2011000.0,287285.71428571426,112347.25079816044,3,1.0144927536231882,32.0,Điện & Nước,0.0,0.0,0.0,0,24.0,Male,1,1,1,Unknown,Social,2000000,214,0
ZLP002223,5,29,2,2.0,2.0,2.0,399000.0,399000.0,199500.0,50204.581464244875,1,2.0,23.0,Thực phẩm & Ăn uống,0.0,0.0,0.0,0,32.0,Female,1,1,1,Android,Campaign,3000000,34,0
ZLP002224,15,301,10,1.0,3.0,6.0,705000.0,2109000.0,210900.0,54378.20233226627,2,0.9966777408637874,31.22222222222222,Viễn thông,0.1,0.0,0.1,0,26.0,Male,3,1,1,iOS,Organic,1000000,364,0
ZLP002226,7,242,17,1.0,5.0,11.0,949000.0,3206000.0,188588.23529411765,71395.0793328306,1,2.1074380165289255,14.1875,Thực phẩm & Ăn uống,0.0,0.11764705882352941,0.058823529411764705,0,35.0,Male,3,1,1,Unknown,Social,3000000,244,0
ZLP002227,1,284,21,3.0,8.0,14.0,1284000.0,3705000.0,176428.57142857142,78951.61266786855,3,2.2183098591549295,13.8,Thực phẩm & Ăn uống,0.09523809523809523,0.047619047619047616,0.14285714285714285,0,36.0,Female,3,1,1,Android,Organic,2000000,290,0
ZLP002228,216,301,3,0.0,0.0,0.0,0.0,1409000.0,469666.6666666667,140076.16975536323,1,0.29900332225913623,42.5,Thời trang,0.0,0.0,0.0,0,27.0,Male,2,1,1,Android,Organic,2000000,304,1
ZLP002229,51,298,4,0.0,1.0,2.0,1917000.0,10963100.000000006,2740775.0000000014,610269.0124035479,1,0.40268456375838924,82.0,Điện tử,0.0,0.0,0.25,0,18.0,Male,1,1,1,Android,Organic,1000000,574,0
ZLP002230,14,299,16,1.0,5.0,8.0,1013000.0,2696000.0,168500.0,89438.2468522276,3,1.605351170568562,18.466666666666665,Thực phẩm & Ăn uống,0.25,0.0,0.125,0,34.0,Female,1,1,1,iOS,Organic,1000000,304,0
ZLP002231,302,302,1,0.0,0.0,0.0,0.0,285000.0,285000.0,0.0,1,0.09933774834437087,302.0,Thực phẩm & Ăn uống,0.0,0.0,1.0,0,23.0,Male,1,1,1,Android,Unknown,500000,334,1
ZLP002232,2,299,19,2.0,6.0,12.0,1239000.0,4141000.0,217947.36842105264,69437.80085180192,2,1.9063545150501673,15.944444444444445,Thực phẩm & Ăn uống,0.15789473684210525,0.0,0.15789473684210525,0,32.0,Male,1,1,0,iOS,Campaign,2000000,364,0
ZLP002233,25,299,11,1.0,3.0,6.0,846000.0,3058000.0,278000.0,88179.36266496827,1,1.1036789297658862,26.8,Điện & Nước,0.09090909090909091,0.0,0.36363636363636365,0,18.0,Male,3,1,1,iOS,Referral,5000000,364,0
ZLP002234,12,301,11,1.0,3.0,6.0,797000.0,2495000.0,226818.18181818182,81275.84903502169,3,1.0963455149501662,28.4,Viễn thông,0.18181818181818182,0.09090909090909091,0.0,0,33.0,Male,1,1,1,Android,Referral,3000000,334,0
ZLP002235,17,298,11,1.0,3.0,7.0,673000.0,2281000.0,207363.63636363635,71641.15120134897,2,1.1073825503355705,27.4,Viễn thông,0.0,0.0,0.18181818181818182,0,20.0,Female,1,1,0,Android,Referral,2000000,334,0
ZLP002236,8,297,12,2.0,4.0,7.0,885000.0,2788000.0,232333.33333333334,58681.47196104704,1,1.2121212121212122,25.818181818181817,Viễn thông,0.08333333333333333,0.25,0.4166666666666667,0,32.0,Female,2,1,1,Android,Organic,3000000,334,0
ZLP002238,8,32,2,1.0,2.0,2.0,831000.0,831000.0,415500.0,85559.92052357225,1,1.875,24.0,Giải trí,0.5,0.5,0.0,0,22.0,Female,2,1,1,Android,Campaign,1000000,34,1
ZLP002239,34,270,6,0.0,2.0,3.0,2018000.0,4317000.0,719500.0,387797.75656906527,2,0.6666666666666666,46.6,Du lịch & Vận chuyển,0.0,0.0,0.3333333333333333,0,25.0,Female,1,1,1,Android,Social,1000000,274,1
ZLP002242,7,303,6,1.0,2.0,3.0,928000.0,1988000.0,331333.3333333333,135245.94879946188,1,0.594059405940594,58.6,Giải trí,0.16666666666666666,0.0,0.16666666666666666,0,31.0,Female,1,1,1,Android,Unknown,2000000,334,0
ZLP002243,20,297,5,1.0,2.0,3.0,3591000.0,11392000.0,2278400.0,581771.6906141103,2,0.5050505050505051,68.75,Điện tử,0.0,0.0,0.0,0,39.0,Female,1,1,1,Android,Organic,3000000,304,1
ZLP002244,2,27,3,3.0,3.0,3.0,493000.0,493000.0,164333.33333333334,38656.607887052545,1,3.0,11.5,Thực phẩm & Ăn uống,0.3333333333333333,0.0,0.0,0,18.0,Female,1,1,1,Android,Unknown,1000000,34,0
ZLP002245,19,241,6,1.0,2.0,5.0,1546000.0,4253000.0,708833.3333333334,88819.8551376136,1,0.7468879668049793,44.0,Thời trang,0.0,0.0,0.0,0,37.0,Male,2,1,1,Android,Referral,1000000,244,0
ZLP002246,25,299,11,1.0,3.0,6.0,489000.0,1953000.0,177545.45454545456,56482.49930086953,4,1.1036789297658862,27.0,Viễn thông,0.09090909090909091,0.09090909090909091,0.2727272727272727,1,28.0,Male,1,1,1,iOS,Referral,1000000,364,0
ZLP002247,180,180,1,0.0,0.0,0.0,0.0,361000.0,361000.0,0.0,1,0.16666666666666666,180.0,Điện & Nước,0.0,0.0,0.0,0,22.0,Female,3,1,0,Android,Referral,2000000,184,1
ZLP002248,5,300,19,3.0,8.0,13.0,1355000.0,3660000.0,192631.57894736843,116262.73432107497,3,1.9,15.944444444444445,Thực phẩm & Ăn uống,0.10526315789473684,0.10526315789473684,0.15789473684210525,0,27.0,Male,2,1,1,Android,Organic,1000000,364,0
ZLP002249,13,302,17,1.0,4.0,9.0,864000.0,2511000.0,147705.88235294117,82002.10721826174,1,1.6887417218543046,17.6875,Thực phẩm & Ăn uống,0.11764705882352941,0.0,0.17647058823529413,0,26.0,Female,3,1,1,iOS,Unknown,2000000,334,0
ZLP002250,60,303,4,0.0,1.0,2.0,3022000.0,10906550.000000004,2726637.500000001,614846.6954927335,1,0.39603960396039606,80.33333333333333,Điện tử,0.25,0.0,0.25,0,33.0,Male,1,1,1,Android,Referral,1000000,364,0
ZLP002251,0,300,9,2.0,3.0,5.0,1592000.0,3503000.0,389222.22222222225,178028.6337768294,2,0.9,36.875,Chăm sóc sức khỏe,0.2222222222222222,0.0,0.0,0,27.0,Female,1,1,1,Android,Organic,2000000,364,0
ZLP002252,302,302,1,0.0,0.0,0.0,0.0,370000.0,370000.0,0.0,1,0.09933774834437087,302.0,Thực phẩm & Ăn uống,0.0,0.0,1.0,0,37.0,Female,1,1,1,Android,Referral,1000000,669,1
ZLP002253,6,58,3,1.0,3.0,3.0,594000.0,594000.0,198000.0,50586.559479766955,1,1.5517241379310345,25.5,Thực phẩm & Ăn uống,0.0,0.0,0.0,0,19.0,Female,1,1,1,iOS,Social,5000000,64,0
ZLP002254,17,300,7,1.0,2.0,4.0,645000.0,2852000.0,407428.5714285714,243818.82422737387,1,0.7,46.666666666666664,Giải trí,0.2857142857142857,0.0,0.14285714285714285,0,27.0,Female,2,1,1,iOS,Organic,2000000,334,0
ZLP002255,2,302,11,2.0,4.0,7.0,1537000.0,3818000.0,347090.9090909091,176016.16661287367,3,1.0927152317880795,29.6,Chăm sóc sức khỏe,0.0,0.0,0.09090909090909091,0,20.0,Female,1,1,1,iOS,Organic,3000000,484,0
ZLP002256,7,301,11,1.0,3.0,6.0,1118000.0,3102000.0,282000.0,92307.09615192105,2,1.0963455149501662,29.0,Điện & Nước,0.0,0.09090909090909091,0.2727272727272727,0,30.0,Male,1,1,1,iOS,Social,3000000,484,0
ZLP002257,14,272,6,1.0,2.0,4.0,1346000.0,4070000.0,678333.3333333334,267647.280327424,1,0.6617647058823529,51.4,Thời trang,0.3333333333333333,0.0,0.16666666666666666,0,33.0,Female,1,0,0,iOS,Organic,2000000,274,0
ZLP002259,7,300,12,1.0,4.0,7.0,1104000.0,3105000.0,258750.0,76818.70629191588,2,1.2,26.181818181818183,Điện & Nước,0.16666666666666666,0.0,0.16666666666666666,0,18.0,Female,2,1,1,Android,Campaign,2000000,394,0
ZLP002261,298,298,1,0.0,0.0,0.0,0.0,879000.0,879000.0,0.0,1,0.10067114093959731,298.0,Thời trang,0.0,0.0,0.0,0,30.0,Female,3,1,0,Android,Unknown,2000000,304,1
ZLP002262,27,268,10,1.0,3.0,6.0,617000.0,2312000.0,231200.0,45849.51229596426,2,1.1194029850746268,26.333333333333332,Viễn thông,0.0,0.1,0.1,0,30.0,Female,1,1,1,Android,Campaign,500000,274,0
ZLP002263,36,297,6,0.0,2.0,4.0,1462000.0,4976000.0,829333.3333333334,319931.6593691013,3,0.6060606060606061,51.6,Du lịch & Vận chuyển,0.3333333333333333,0.0,0.0,0,35.0,Male,3,1,1,Android,Unknown,500000,334,1
ZLP002264,5,301,8,1.0,2.0,5.0,1389000.0,4750000.0,593750.0,215498.59131127252,2,0.7973421926910299,41.857142857142854,Thời trang,0.0,0.0,0.125,0,21.0,Male,3,1,1,Android,Campaign,1000000,334,1
ZLP002265,12,298,12,1.0,4.0,7.0,971000.0,2872000.0,239333.33333333334,110002.75478644187,2,1.2080536912751678,25.363636363636363,Điện & Nước,0.08333333333333333,0.0,0.16666666666666666,0,32.0,Other,1,1,1,Android,Referral,1000000,318,0
ZLP002266,70,303,3,0.0,1.0,2.0,2418000.0,7715550.000000003,2571850.000000001,570550.3198667071,2,0.297029702970297,116.0,Điện tử,0.0,0.0,0.3333333333333333,0,35.0,Male,1,1,1,iOS,Organic,5000000,334,0
ZLP002267,52,59,2,0.0,2.0,2.0,245000.0,245000.0,122500.0,55861.43571373726,1,1.0169491525423728,7.0,Thực phẩm & Ăn uống,0.0,0.0,0.5,0,18.0,Male,3,1,0,Android,Campaign,1000000,64,1
ZLP002268,28,298,15,1.0,4.0,9.0,1150000.0,3262000.0,217466.66666666666,102857.64550141733,2,1.5100671140939597,18.857142857142858,Thực phẩm & Ăn uống,0.0,0.0,0.06666666666666667,0,29.0,Male,2,1,1,iOS,Social,2000000,574,0
ZLP002269,11,302,11,1.0,3.0,6.0,1125000.0,2909000.0,264454.54545454547,144556.1231054317,2,1.0927152317880795,28.6,Chăm sóc sức khỏe,0.09090909090909091,0.09090909090909091,0.18181818181818182,0,24.0,Female,3,1,1,iOS,Campaign,3000000,364,0
ZLP002271,2,120,9,3.0,5.0,9.0,977000.0,1517000.0,168555.55555555556,82433.47486171972,2,2.25,14.125,Thực phẩm & Ăn uống,0.1111111111111111,0.0,0.2222222222222222,1,30.0,Female,1,1,1,iOS,Campaign,2000000,124,0
ZLP002272,12,299,9,1.0,3.0,5.0,780000.0,2933000.0,325888.8888888889,196414.38621218942,3,0.903010033444816,35.5,Chăm sóc sức khỏe,0.2222222222222222,0.1111111111111111,0.5555555555555556,0,25.0,Female,3,1,1,iOS,Campaign,1000000,484,0
ZLP002274,4,178,7,1.0,3.0,7.0,782000.0,1842000.0,263142.85714285716,101963.11191051493,2,1.1797752808988764,28.333333333333332,Điện & Nước,0.0,0.0,0.2857142857142857,0,28.0,Female,2,1,1,iOS,Unknown,2000000,184,0
ZLP002275,6,298,9,1.0,3.0,5.0,1027000.0,3213000.0,357000.0,132338.58092030455,2,0.9060402684563759,36.0,Chăm sóc sức khỏe,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,21.0,Male,2,1,1,iOS,Referral,1000000,364,0
ZLP002276,20,301,7,1.0,3.0,4.0,1364000.0,2177000.0,311000.0,177234.3081911626,2,0.6976744186046512,46.333333333333336,Giải trí,0.0,0.14285714285714285,0.42857142857142855,0,21.0,Male,1,1,1,Android,Campaign,1000000,304,0
ZLP002277,52,301,4,0.0,1.0,2.0,3089000.0,9386550.000000004,2346637.500000001,1558736.6013190518,2,0.39867109634551495,82.66666666666667,Điện tử,0.0,0.0,0.25,0,32.0,Male,3,1,1,Android,Unknown,1000000,334,0
ZLP002278,8,297,6,1.0,2.0,4.0,700000.0,4489000.0,748166.6666666666,372234.5586678736,3,0.6060606060606061,57.4,Du lịch & Vận chuyển,0.0,0.0,0.3333333333333333,0,21.0,Female,3,1,1,Android,Organic,5000000,394,0
ZLP002279,14,300,17,1.0,6.0,10.0,1062000.0,3257000.0,191588.23529411765,106001.80353626618,2,1.7,17.375,Thực phẩm & Ăn uống,0.058823529411764705,0.058823529411764705,0.11764705882352941,0,31.0,Female,3,1,1,Android,Social,500000,334,0
ZLP002281,11,119,5,1.0,3.0,5.0,806000.0,1328000.0,265600.0,9685.040010242601,2,1.2605042016806722,26.5,Viễn thông,0.0,0.0,0.0,0,18.0,Female,1,1,0,iOS,Organic,5000000,124,0
ZLP002282,48,301,3,0.0,1.0,2.0,1698000.0,6945000.0,2315000.0,638488.0578366364,2,0.29900332225913623,126.0,Điện tử,0.0,0.0,0.0,0,23.0,Male,3,1,1,iOS,Campaign,2000000,318,0
ZLP002283,6,298,6,1.0,1.0,4.0,273000.0,1617000.0,269500.0,159572.867367858,2,0.6040268456375839,58.2,Giải trí,0.0,0.0,0.3333333333333333,0,35.0,Male,2,1,1,iOS,Referral,1000000,334,0
ZLP002284,223,303,2,0.0,0.0,0.0,0.0,1354000.0,677000.0,62225.39674441618,1,0.19801980198019803,79.0,Du lịch & Vận chuyển,0.5,0.0,0.0,0,22.0,Male,2,1,1,Android,Referral,1000000,304,1
ZLP002285,2,210,9,2.0,4.0,7.0,1276000.0,2298000.0,255333.33333333334,87259.6699512438,3,1.2857142857142858,25.375,Điện & Nước,0.2222222222222222,0.0,0.2222222222222222,0,25.0,Female,3,1,1,Unknown,Organic,5000000,214,0
ZLP002286,22,153,4,1.0,2.0,4.0,1536000.0,2329000.0,582250.0,219656.3604056725,1,0.7843137254901962,43.0,Thời trang,0.0,0.0,0.0,0,30.0,Female,2,1,1,Android,Organic,500000,154,0
ZLP002287,231,300,3,0.0,0.0,0.0,0.0,887000.0,295666.6666666667,252294.1405053501,2,0.3,34.0,Giải trí,0.0,0.0,0.3333333333333333,0,32.0,Female,2,1,1,Android,Referral,2000000,334,1
ZLP002288,27,239,9,1.0,3.0,6.0,626000.0,1814000.0,201555.55555555556,42805.11392085971,1,1.1297071129707112,26.0,Viễn thông,0.2222222222222222,0.1111111111111111,0.1111111111111111,0,26.0,Female,1,1,1,iOS,Social,3000000,244,0
ZLP002289,237,303,3,0.0,0.0,0.0,0.0,1112000.0,370666.6666666667,490416.48966295307,2,0.297029702970297,32.0,Thời trang,0.0,0.0,0.0,0,24.0,Male,1,1,0,iOS,Referral,500000,318,1
ZLP002290,68,183,2,0.0,1.0,1.0,535000.0,1142000.0,571000.0,50911.68824543142,1,0.3278688524590164,115.0,Du lịch & Vận chuyển,0.5,0.0,0.5,0,36.0,Female,1,1,1,iOS,Organic,3000000,184,1
ZLP002291,26,302,5,1.0,2.0,3.0,1652000.0,3499000.0,699800.0,313028.2734834028,3,0.49668874172185434,68.75,Du lịch & Vận chuyển,0.0,0.0,0.2,0,38.0,Other,3,1,1,Android,Campaign,5000000,394,1
ZLP002292,1,301,11,1.0,3.0,6.0,572000.0,2266000.0,206000.0,80875.21251904071,2,1.0963455149501662,29.4,Viễn thông,0.18181818181818182,0.0,0.09090909090909091,0,33.0,Female,1,1,1,Android,Referral,2000000,364,0
ZLP002293,19,302,12,1.0,3.0,7.0,867000.0,3011000.0,250916.66666666666,65329.17813007842,3,1.1920529801324504,25.272727272727273,Điện & Nước,0.16666666666666666,0.0,0.25,1,28.0,Female,1,1,1,Android,Organic,2000000,318,0
ZLP002295,107,268,3,0.0,0.0,1.0,0.0,695000.0,231666.66666666666,158862.62409180246,2,0.33582089552238803,79.5,Giải trí,0.0,0.0,0.3333333333333333,0,23.0,Male,2,1,1,Android,Campaign,2000000,274,1
ZLP002297,14,297,18,2.0,5.0,11.0,1007000.0,4214000.0,234111.11111111112,81680.07092876516,2,1.8181818181818181,16.11764705882353,Thực phẩm & Ăn uống,0.2222222222222222,0.1111111111111111,0.1111111111111111,1,30.0,Female,1,1,1,Android,Referral,2000000,484,0
ZLP002298,7,298,9,1.0,3.0,5.0,924000.0,3211000.0,356777.77777777775,127137.50211658416,1,0.9060402684563759,36.0,Chăm sóc sức khỏe,0.0,0.1111111111111111,0.2222222222222222,0,36.0,Male,2,1,0,iOS,Referral,500000,304,0
ZLP002299,240,303,6,0.0,0.0,0.0,0.0,903000.0,150500.0,82094.45779101047,2,0.594059405940594,12.2,Thực phẩm & Ăn uống,0.3333333333333333,0.0,0.0,0,31.0,Male,1,1,1,Android,Unknown,1000000,318,1
ZLP002301,4,121,10,3.0,6.0,10.0,1011000.0,1469000.0,146900.0,94711.78502289049,3,2.479338842975207,12.444444444444445,Thực phẩm & Ăn uống,0.1,0.1,0.3,0,27.0,Female,1,1,1,Android,Campaign,1000000,124,0
ZLP002302,9,92,6,1.0,5.0,6.0,890000.0,1046000.0,174333.33333333334,54009.87564017035,2,1.9565217391304346,16.2,Thực phẩm & Ăn uống,0.16666666666666666,0.0,0.16666666666666666,0,22.0,Female,1,1,1,iOS,Organic,500000,94,0
ZLP002303,19,211,8,1.0,3.0,6.0,432000.0,1502000.0,187750.0,52297.910365247175,3,1.1374407582938388,26.714285714285715,Viễn thông,0.125,0.0,0.125,0,25.0,Female,1,1,1,Android,Campaign,2000000,214,0
ZLP002304,19,211,8,1.0,3.0,6.0,574000.0,1996000.0,249500.0,74842.69217117042,1,1.1374407582938388,26.714285714285715,Điện & Nước,0.125,0.0,0.25,0,29.0,Male,2,1,0,iOS,Organic,1000000,214,0
ZLP002305,27,27,1,1.0,1.0,1.0,604000.0,604000.0,604000.0,0.0,1,1.0,27.0,Du lịch & Vận chuyển,0.0,0.0,0.0,0,39.0,Male,1,1,1,Android,Organic,3000000,34,0
ZLP002306,0,299,11,2.0,4.0,7.0,919000.0,2246000.0,204181.81818181818,49444.55112915513,1,1.1036789297658862,29.4,Viễn thông,0.09090909090909091,0.09090909090909091,0.2727272727272727,0,46.0,Male,2,1,1,iOS,Organic,3000000,318,0
ZLP002307,12,123,5,1.0,3.0,5.0,796000.0,1349000.0,269800.0,20141.995928904365,2,1.2195121951219514,27.25,Điện & Nước,0.2,0.0,0.0,0,31.0,Female,1,1,1,Android,Referral,2000000,124,0
ZLP002308,31,31,1,0.0,1.0,1.0,325000.0,325000.0,325000.0,0.0,1,0.9677419354838709,31.0,Thời trang,0.0,0.0,0.0,0,26.0,Other,1,1,1,iOS,Campaign,2000000,34,0
ZLP002310,3,182,5,1.0,3.0,4.0,1688000.0,2767000.0,553400.0,368487.85597357206,1,0.8241758241758242,44.0,Thời trang,0.2,0.2,0.0,0,33.0,Male,3,1,0,Android,Campaign,2000000,184,0
ZLP002311,192,303,7,0.0,0.0,0.0,0.0,1097000.0,156714.2857142857,66155.66059356848,1,0.6930693069306931,18.166666666666668,Thực phẩm & Ăn uống,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,26.0,Female,2,1,0,Android,Campaign,2000000,318,1
ZLP002312,2,302,11,2.0,4.0,7.0,1140000.0,3274000.0,297636.36363636365,79454.73268128555,2,1.0927152317880795,29.4,Điện & Nước,0.0,0.0,0.09090909090909091,1,38.0,Female,3,1,1,iOS,Organic,3000000,394,0
ZLP002313,18,242,9,1.0,3.0,7.0,875000.0,2258000.0,250888.88888888888,67897.79901521927,1,1.115702479338843,27.5,Điện & Nước,0.0,0.1111111111111111,0.2222222222222222,0,29.0,Male,2,1,1,Android,Referral,500000,244,0
ZLP002314,8,299,12,1.0,4.0,7.0,856000.0,2548000.0,212333.33333333334,68150.01278374232,3,1.2040133779264215,25.90909090909091,Điện & Nước,0.08333333333333333,0.0,0.3333333333333333,0,30.0,Female,2,1,1,Android,Organic,3000000,364,0
ZLP002315,165,297,3,0.0,0.0,1.0,0.0,1410000.0,470000.0,210473.27621339486,1,0.30303030303030304,65.5,Giải trí,0.0,0.3333333333333333,0.0,0,31.0,Male,2,1,1,Android,Campaign,3000000,304,1
ZLP002316,32,87,2,0.0,2.0,2.0,815000.0,815000.0,407500.0,239709.19882223962,1,0.6896551724137931,55.0,Thời trang,0.0,0.0,0.0,0,30.0,Male,2,0,1,iOS,Organic,2000000,94,0
ZLP002317,7,302,20,3.0,5.0,12.0,843000.0,3807000.0,190350.0,93230.4868817627,4,1.9867549668874174,14.947368421052632,Thực phẩm & Ăn uống,0.15,0.0,0.1,0,33.0,Male,1,1,1,Android,Social,1000000,484,0
ZLP002318,7,297,18,1.0,5.0,10.0,953000.0,3523000.0,195722.22222222222,67199.26956496893,1,1.8181818181818181,16.647058823529413,Thực phẩm & Ăn uống,0.1111111111111111,0.1111111111111111,0.05555555555555555,0,27.0,Male,2,1,1,Android,Referral,2000000,669,0
ZLP002319,99,239,2,0.0,0.0,1.0,0.0,6023550.000000003,3011775.0000000014,271210.80592410226,1,0.2510460251046025,139.0,Điện tử,0.5,0.0,0.5,0,24.0,Male,1,1,1,Android,Referral,2000000,244,0
