transaction_id,customer_id,transaction_date,payment_category,payment_mode,amount_vnd,repayment_status,promo_applied,is_suspicious_flag,ym,has_suspicious
TRX00006010,ZLP000765,2024-04-25 09:56:59,Viễn thông,Manual,127000.0,OnTime,No Promo,0,2024-04,0
TRX00006011,ZLP000765,2024-05-27 12:13:40,Viễn thông,Bank Transfer,136000.0,Partial,Cashback,0,2024-05,0
TRX00006012,ZLP000765,2024-06-22 09:12:47,Viễn thông,Bank Transfer,266000.0,OnTime,No Promo,0,2024-06,0
TRX00006013,ZLP000765,2024-07-13 19:20:32,Viễn thông,Bank Transfer,207000.0,OnTime,No Promo,0,2024-07,0
TRX00006014,ZLP000765,2024-08-11 10:06:21,Viễn thông,Bank Transfer,133000.0,OnTime,No Promo,0,2024-08,0
TRX00006015,ZLP000765,2024-09-13 20:03:21,Viễn thông,ZaloPay Balance,284000.0,OnTime,No Promo,0,2024-09,0
TRX00006016,ZLP000765,2024-10-07 18:16:53,Viễn thông,Auto-debit,157000.0,OnTime,No Promo,0,2024-10,0
TRX00006017,ZLP000765,2024-11-12 18:18:15,Viễn thông,ZaloPay Balance,168000.0,OnTime,No Promo,0,2024-11,0
TRX00006018,ZLP000765,2024-12-05 12:35:16,Viễn thông,ZaloPay Balance,235000.0,OnTime,Cashback,0,2024-12,0
TRX00006019,ZLP000765,2024-12-20 22:18:16,Viễn thông,ZaloPay Balance,206000.0,Late,No Promo,0,2024-12,0
TRX00006020,ZLP000766,2024-03-03 09:44:46,Du lịch & Vận chuyển,Bank Transfer,1358000.0,OnTime,No Promo,0,2024-03,0
TRX00006021,ZLP000766,2024-05-10 19:11:48,Du lịch & Vận chuyển,Auto-debit,722000.0,OnTime,No Promo,0,2024-05,0
TRX00006022,ZLP000766,2024-07-04 14:59:03,Du lịch & Vận chuyển,ZaloPay Balance,1658000.0,OnTime,No Promo,0,2024-07,0
TRX00006023,ZLP000766,2024-09-17 20:38:18,Du lịch & Vận chuyển,Manual,1035000.0,Partial,No Promo,0,2024-09,0
TRX00006024,ZLP000766,2024-12-26 10:22:50,Thực phẩm & Ăn uống,Auto-debit,388000.0,OnTime,No Promo,0,2024-12,0
TRX00006025,ZLP000767,2024-01-06 19:07:07,Thực phẩm & Ăn uống,ZaloPay Balance,170000.0,OnTime,No Promo,0,2024-01,0
TRX00006026,ZLP000767,2024-03-04 20:26:46,Thời trang,ZaloPay Balance,413000.0,OnTime,Cashback,0,2024-03,0
TRX00006027,ZLP000767,2024-04-28 16:40:58,Du lịch & Vận chuyển,ZaloPay Balance,454000.0,OnTime,No Promo,0,2024-04,0
TRX00006028,ZLP000767,2024-08-08 11:10:53,Thực phẩm & Ăn uống,ZaloPay Balance,535000.0,Partial,No Promo,0,2024-08,0
TRX00006029,ZLP000767,2024-11-05 17:47:00,Thời trang,Auto-debit,624000.0,OnTime,No Promo,0,2024-11,0
TRX00006030,ZLP000767,2024-12-18 08:48:55,Du lịch & Vận chuyển,Auto-debit,511000.0,OnTime,No Promo,0,2024-12,0
TRX00006031,ZLP000768,2024-01-01 22:11:12,Thời trang,ZaloPay Balance,1061000.0,OnTime,No Promo,0,2024-01,0
TRX00006032,ZLP000768,2024-02-21 23:32:27,Thời trang,Bank Transfer,1109000.0,OnTime,No Promo,0,2024-02,0
TRX00006033,ZLP000768,2024-04-03 20:22:53,Thời trang,Bank Transfer,291000.0,Late,No Promo,0,2024-04,0
TRX00006034,ZLP000768,2024-04-25 13:57:24,Thời trang,ZaloPay Balance,515000.0,OnTime,Cashback,0,2024-04,0
TRX00006035,ZLP000768,2024-06-10 10:16:10,Thời trang,Bank Transfer,911000.0,OnTime,No Promo,0,2024-06,0
TRX00006036,ZLP000768,2024-08-12 15:43:33,Thời trang,Bank Transfer,295000.0,OnTime,No Promo,0,2024-08,0
TRX00006037,ZLP000768,2024-09-25 10:38:33,Thời trang,Bank Transfer,595000.0,OnTime,No Promo,0,2024-09,0
TRX00006038,ZLP000768,2024-11-11 22:20:38,Thời trang,Auto-debit,1245000.0,OnTime,No Promo,0,2024-11,0
TRX00006039,ZLP000769,2024-08-02 18:27:30,Điện tử,ZaloPay Balance,3065000.0,OnTime,No Promo,0,2024-08,0
TRX00006040,ZLP000769,2024-09-18 21:23:21,Điện tử,ZaloPay Balance,3203550.000000003,OnTime,No Promo,0,2024-09,0
TRX00006041,ZLP000771,2024-06-30 15:45:34,Điện tử,Auto-debit,3203550.000000003,OnTime,No Promo,0,2024-06,0
TRX00006042,ZLP000772,2024-07-31 19:32:28,Thời trang,Auto-debit,429000.0,OnTime,Cashback,0,2024-07,0
TRX00006043,ZLP000772,2024-09-03 16:38:09,Thời trang,ZaloPay Balance,513000.0,OnTime,No Promo,0,2024-09,0
TRX00006044,ZLP000772,2024-10-11 16:04:59,Thời trang,Auto-debit,1347000.0,OnTime,No Promo,0,2024-10,0
TRX00006045,ZLP000772,2024-11-26 12:38:31,Thời trang,ZaloPay Balance,238000.0,OnTime,No Promo,0,2024-11,0
TRX00006046,ZLP000772,2024-12-26 19:49:01,Thời trang,Bank Transfer,451000.0,OnTime,FreeFee,0,2024-12,0
TRX00006047,ZLP000773,2024-02-03 20:40:21,Viễn thông,Bank Transfer,216000.0,Late,No Promo,0,2024-02,0
TRX00006048,ZLP000773,2024-03-04 11:43:16,Viễn thông,ZaloPay Balance,122000.0,OnTime,No Promo,0,2024-03,0
TRX00006049,ZLP000773,2024-03-30 14:16:10,Viễn thông,Bank Transfer,272000.0,OnTime,No Promo,0,2024-03,0
TRX00006050,ZLP000773,2024-04-24 11:06:46,Viễn thông,Manual,132000.0,OnTime,No Promo,0,2024-04,0
TRX00006051,ZLP000773,2024-05-26 13:48:49,Viễn thông,Auto-debit,255000.0,OnTime,No Promo,0,2024-05,0
TRX00006052,ZLP000773,2024-06-13 10:54:05,Viễn thông,ZaloPay Balance,191000.0,OnTime,No Promo,0,2024-06,0
TRX00006053,ZLP000773,2024-07-08 08:03:23,Viễn thông,Bank Transfer,264000.0,OnTime,FreeFee,0,2024-07,0
TRX00006054,ZLP000773,2024-07-30 20:59:41,Viễn thông,ZaloPay Balance,271000.0,Late,No Promo,0,2024-07,0
TRX00006055,ZLP000773,2024-08-24 12:35:40,Viễn thông,Auto-debit,323000.0,OnTime,No Promo,0,2024-08,0
TRX00006056,ZLP000773,2024-09-21 12:01:53,Viễn thông,Auto-debit,276000.0,OnTime,No Promo,0,2024-09,0
TRX00006057,ZLP000773,2024-10-21 16:28:32,Viễn thông,Bank Transfer,150000.0,OnTime,No Promo,0,2024-10,0
TRX00006058,ZLP000773,2024-11-18 07:33:44,Thời trang,Auto-debit,148000.0,OnTime,LimitUpgrade,0,2024-11,0
TRX00006059,ZLP000773,2024-12-23 08:59:51,Viễn thông,ZaloPay Balance,121000.0,OnTime,No Promo,0,2024-12,0
TRX00006060,ZLP000774,2024-04-02 16:37:48,Viễn thông,Bank Transfer,243000.0,OnTime,No Promo,0,2024-04,0
TRX00006061,ZLP000774,2024-05-13 19:41:18,Viễn thông,ZaloPay Balance,330000.0,OnTime,No Promo,0,2024-05,0
TRX00006062,ZLP000774,2024-06-06 11:22:40,Viễn thông,ZaloPay Balance,322000.0,OnTime,Cashback,0,2024-06,0
TRX00006063,ZLP000774,2024-07-02 07:57:31,Viễn thông,Auto-debit,271000.0,OnTime,No Promo,0,2024-07,0
TRX00006064,ZLP000774,2024-08-03 14:36:10,Viễn thông,Auto-debit,325000.0,OnTime,No Promo,0,2024-08,0
TRX00006065,ZLP000774,2024-09-09 20:12:32,Viễn thông,Bank Transfer,148000.0,OnTime,No Promo,0,2024-09,0
TRX00006066,ZLP000774,2024-10-02 19:43:19,Thời trang,Bank Transfer,75000.0,OnTime,No Promo,0,2024-10,0
TRX00006067,ZLP000774,2024-10-25 09:48:30,Viễn thông,Auto-debit,167000.0,OnTime,Cashback,0,2024-10,0
TRX00006068,ZLP000774,2024-11-18 10:27:49,Viễn thông,ZaloPay Balance,232000.0,OnTime,No Promo,0,2024-11,0
TRX00006069,ZLP000774,2024-12-03 20:49:51,Viễn thông,Auto-debit,203000.0,OnTime,No Promo,0,2024-12,0
TRX00006070,ZLP000774,2024-12-20 09:43:26,Viễn thông,Manual,175000.0,OnTime,No Promo,0,2024-12,0
TRX00006071,ZLP000775,2024-02-03 11:57:36,Điện tử,Bank Transfer,2631000.0,OnTime,No Promo,0,2024-02,0
TRX00006072,ZLP000775,2024-05-05 20:59:23,Điện tử,Auto-debit,621000.0,OnTime,No Promo,0,2024-05,0
TRX00006073,ZLP000775,2024-08-17 22:41:40,Viễn thông,ZaloPay Balance,2696000.0,OnTime,No Promo,0,2024-08,0
TRX00006074,ZLP000775,2024-10-05 13:43:19,Viễn thông,Bank Transfer,1577000.0,OnTime,Cashback,0,2024-10,0
TRX00006075,ZLP000776,2024-06-03 16:16:20,Giải trí,Bank Transfer,471000.0,OnTime,No Promo,0,2024-06,0
TRX00006076,ZLP000776,2024-08-20 13:29:30,Giải trí,Auto-debit,520000.0,Partial,No Promo,0,2024-08,0
TRX00006077,ZLP000776,2024-09-29 14:49:01,Thực phẩm & Ăn uống,Auto-debit,183000.0,OnTime,LimitUpgrade,0,2024-09,0
TRX00006078,ZLP000776,2024-12-08 11:28:11,Giải trí,Auto-debit,220000.0,OnTime,FreeFee,0,2024-12,0
TRX00006079,ZLP000777,2024-02-06 11:56:22,Viễn thông,Manual,135000.0,OnTime,No Promo,0,2024-02,0
TRX00006080,ZLP000777,2024-03-03 13:17:47,Viễn thông,Bank Transfer,210000.0,OnTime,No Promo,0,2024-03,0
TRX00006081,ZLP000777,2024-04-01 22:07:40,Điện tử,Auto-debit,265000.0,OnTime,No Promo,0,2024-04,0
TRX00006082,ZLP000777,2024-05-11 09:28:50,Viễn thông,ZaloPay Balance,156000.0,OnTime,No Promo,0,2024-05,0
TRX00006083,ZLP000777,2024-06-04 13:58:54,Viễn thông,Bank Transfer,187000.0,OnTime,No Promo,0,2024-06,0
TRX00006084,ZLP000777,2024-06-25 16:21:54,Viễn thông,Auto-debit,277000.0,OnTime,No Promo,0,2024-06,0
TRX00006085,ZLP000777,2024-07-21 10:52:09,Viễn thông,Manual,334000.0,OnTime,No Promo,0,2024-07,0
TRX00006086,ZLP000777,2024-08-14 13:42:46,Viễn thông,ZaloPay Balance,148000.0,OnTime,FreeFee,0,2024-08,0
TRX00006087,ZLP000777,2024-09-10 09:21:33,Viễn thông,Auto-debit,174000.0,OnTime,No Promo,0,2024-09,0
TRX00006088,ZLP000777,2024-10-16 10:04:41,Viễn thông,ZaloPay Balance,139000.0,Late,No Promo,0,2024-10,0
TRX00006089,ZLP000777,2024-11-08 11:00:16,Viễn thông,ZaloPay Balance,178000.0,OnTime,No Promo,0,2024-11,0
TRX00006090,ZLP000777,2024-12-09 17:22:18,Viễn thông,Auto-debit,157000.0,OnTime,No Promo,0,2024-12,0
TRX00006091,ZLP000778,2024-01-06 20:40:20,Thực phẩm & Ăn uống,Auto-debit,234000.0,OnTime,No Promo,0,2024-01,0
TRX00006092,ZLP000778,2024-01-22 15:19:40,Thực phẩm & Ăn uống,Auto-debit,134000.0,OnTime,Cashback,0,2024-01,0
TRX00006093,ZLP000778,2024-02-01 19:15:27,Thực phẩm & Ăn uống,ZaloPay Balance,284000.0,Late,No Promo,0,2024-02,0
TRX00006094,ZLP000778,2024-02-18 13:41:43,Thực phẩm & Ăn uống,ZaloPay Balance,231000.0,Late,Cashback,0,2024-02,0
TRX00006095,ZLP000778,2024-03-05 08:56:24,Thực phẩm & Ăn uống,ZaloPay Balance,149000.0,Late,No Promo,0,2024-03,0
TRX00006096,ZLP000778,2024-03-15 16:17:31,Thực phẩm & Ăn uống,Manual,228000.0,OnTime,No Promo,0,2024-03,0
TRX00006097,ZLP000778,2024-04-15 18:15:49,Thực phẩm & Ăn uống,Manual,159000.0,OnTime,No Promo,0,2024-04,0
TRX00006098,ZLP000778,2024-05-10 21:15:47,Thực phẩm & Ăn uống,Auto-debit,215000.0,OnTime,No Promo,0,2024-05,0
TRX00006099,ZLP000778,2024-05-17 11:29:59,Thực phẩm & Ăn uống,Manual,52000.0,OnTime,FreeFee,0,2024-05,0
TRX00006100,ZLP000778,2024-05-18 12:26:31,Thực phẩm & Ăn uống,Manual,140000.0,OnTime,No Promo,0,2024-05,0
TRX00006101,ZLP000778,2024-06-01 13:42:47,Thực phẩm & Ăn uống,Bank Transfer,178000.0,OnTime,No Promo,0,2024-06,0
TRX00006102,ZLP000778,2024-06-06 21:37:44,Thực phẩm & Ăn uống,Auto-debit,41000.0,OnTime,No Promo,0,2024-06,0
TRX00006103,ZLP000778,2024-06-15 13:29:49,Thực phẩm & Ăn uống,ZaloPay Balance,170000.0,Partial,No Promo,0,2024-06,0
TRX00006104,ZLP000778,2024-07-08 17:01:29,Thời trang,ZaloPay Balance,237000.0,OnTime,No Promo,0,2024-07,0
TRX00006105,ZLP000778,2024-07-19 10:26:45,Thực phẩm & Ăn uống,Manual,127000.0,OnTime,No Promo,0,2024-07,0
TRX00006106,ZLP000778,2024-08-02 22:29:14,Thực phẩm & Ăn uống,Bank Transfer,190000.0,OnTime,No Promo,0,2024-08,0
TRX00006107,ZLP000778,2024-08-28 16:59:41,Thực phẩm & Ăn uống,Bank Transfer,83000.0,OnTime,Cashback,0,2024-08,0
TRX00006108,ZLP000778,2024-09-14 12:52:26,Thực phẩm & Ăn uống,ZaloPay Balance,22000.0,OnTime,No Promo,0,2024-09,0
TRX00006109,ZLP000778,2024-09-17 18:44:33,Thực phẩm & Ăn uống,Auto-debit,141000.0,OnTime,No Promo,0,2024-09,0
TRX00006110,ZLP000778,2024-10-02 12:19:41,Điện & Nước,Manual,262000.0,Partial,FreeFee,0,2024-10,0
TRX00006111,ZLP000778,2024-10-22 15:07:36,Thực phẩm & Ăn uống,ZaloPay Balance,204000.0,OnTime,LimitUpgrade,0,2024-10,0
TRX00006112,ZLP000778,2024-11-13 21:28:53,Thực phẩm & Ăn uống,Bank Transfer,262000.0,OnTime,No Promo,0,2024-11,0
TRX00006113,ZLP000778,2024-12-06 07:42:08,Thực phẩm & Ăn uống,ZaloPay Balance,365000.0,OnTime,No Promo,0,2024-12,0
TRX00006114,ZLP000779,2024-07-05 21:11:51,Thời trang,ZaloPay Balance,584000.0,OnTime,No Promo,0,2024-07,0
TRX00006115,ZLP000779,2024-07-29 21:25:53,Chăm sóc sức khỏe,Bank Transfer,393000.0,OnTime,No Promo,0,2024-07,0
TRX00006116,ZLP000779,2024-09-08 20:00:26,Thực phẩm & Ăn uống,ZaloPay Balance,555000.0,OnTime,FreeFee,0,2024-09,0
TRX00006117,ZLP000779,2024-10-17 12:11:02,Chăm sóc sức khỏe,Bank Transfer,268000.0,OnTime,No Promo,0,2024-10,0
TRX00006118,ZLP000779,2024-10-31 12:23:00,Chăm sóc sức khỏe,Bank Transfer,241000.0,OnTime,No Promo,0,2024-10,0
TRX00006119,ZLP000779,2024-12-13 18:16:42,Chăm sóc sức khỏe,Bank Transfer,401000.0,Late,No Promo,0,2024-12,0
TRX00006120,ZLP000780,2024-06-04 17:22:09,Điện & Nước,ZaloPay Balance,266000.0,Late,Cashback,0,2024-06,0
TRX00006121,ZLP000780,2024-07-06 17:50:07,Điện & Nước,ZaloPay Balance,344000.0,Late,No Promo,0,2024-07,0
TRX00006122,ZLP000780,2024-08-10 18:01:53,Điện & Nước,Bank Transfer,336000.0,OnTime,No Promo,0,2024-08,0
TRX00006123,ZLP000780,2024-09-20 23:48:12,Điện & Nước,Bank Transfer,154000.0,OnTime,No Promo,0,2024-09,0
TRX00006124,ZLP000780,2024-10-21 19:57:30,Điện & Nước,Bank Transfer,252000.0,Late,No Promo,0,2024-10,0
TRX00006125,ZLP000780,2024-11-15 13:39:45,Điện & Nước,ZaloPay Balance,124000.0,OnTime,LimitUpgrade,0,2024-11,0
TRX00006126,ZLP000780,2024-12-17 13:44:14,Điện & Nước,Bank Transfer,242000.0,OnTime,No Promo,0,2024-12,0
TRX00006127,ZLP000781,2024-07-02 20:11:10,Giải trí,Bank Transfer,397000.0,OnTime,No Promo,0,2024-07,0
TRX00006128,ZLP000781,2024-09-23 22:26:31,Thực phẩm & Ăn uống,Auto-debit,492000.0,OnTime,No Promo,0,2024-09,0
TRX00006129,ZLP000781,2024-11-07 16:57:50,Giải trí,Auto-debit,266000.0,OnTime,Cashback,0,2024-11,0
TRX00006130,ZLP000782,2024-01-07 14:08:27,Điện tử,Auto-debit,961000.0,OnTime,No Promo,0,2024-01,0
TRX00006131,ZLP000783,2024-01-03 22:04:02,Giải trí,Bank Transfer,1002000.0,OnTime,No Promo,0,2024-01,0
TRX00006132,ZLP000783,2024-03-08 16:57:48,Giải trí,Manual,555000.0,Late,No Promo,0,2024-03,0
TRX00006133,ZLP000783,2024-05-11 22:16:54,Du lịch & Vận chuyển,ZaloPay Balance,700000.0,OnTime,No Promo,0,2024-05,0
TRX00006134,ZLP000783,2024-08-25 12:43:14,Du lịch & Vận chuyển,Bank Transfer,780000.0,OnTime,No Promo,0,2024-08,0
TRX00006135,ZLP000783,2024-09-29 21:02:18,Du lịch & Vận chuyển,Bank Transfer,511000.0,OnTime,LimitUpgrade,0,2024-09,0
TRX00006136,ZLP000783,2024-11-22 19:55:27,Du lịch & Vận chuyển,Auto-debit,1027000.0,OnTime,No Promo,0,2024-11,0
TRX00006137,ZLP000784,2024-01-01 10:24:11,Chăm sóc sức khỏe,Bank Transfer,386000.0,OnTime,No Promo,0,2024-01,0
TRX00006138,ZLP000784,2024-02-11 07:49:01,Điện & Nước,Auto-debit,399000.0,Late,No Promo,0,2024-02,0
TRX00006139,ZLP000784,2024-03-28 07:52:05,Chăm sóc sức khỏe,ZaloPay Balance,574000.0,OnTime,No Promo,0,2024-03,0
TRX00006140,ZLP000784,2024-05-08 10:16:06,Thời trang,Manual,376000.0,OnTime,No Promo,0,2024-05,0
TRX00006141,ZLP000784,2024-05-27 08:38:30,Chăm sóc sức khỏe,Bank Transfer,291000.0,OnTime,No Promo,0,2024-05,0
TRX00006142,ZLP000784,2024-07-06 12:58:59,Chăm sóc sức khỏe,Bank Transfer,127000.0,OnTime,No Promo,0,2024-07,0
TRX00006143,ZLP000784,2024-07-09 09:34:34,Chăm sóc sức khỏe,Bank Transfer,444000.0,OnTime,Cashback,0,2024-07,0
TRX00006144,ZLP000784,2024-08-10 21:24:26,Chăm sóc sức khỏe,Manual,207000.0,OnTime,No Promo,0,2024-08,0
TRX00006145,ZLP000784,2024-09-08 12:02:06,Chăm sóc sức khỏe,ZaloPay Balance,441000.0,OnTime,No Promo,0,2024-09,0
TRX00006146,ZLP000784,2024-10-11 10:46:57,Chăm sóc sức khỏe,Auto-debit,314000.0,OnTime,No Promo,0,2024-10,0
TRX00006147,ZLP000784,2024-11-10 12:23:28,Chăm sóc sức khỏe,Auto-debit,335000.0,OnTime,No Promo,0,2024-11,0
TRX00006148,ZLP000784,2024-11-29 17:46:29,Chăm sóc sức khỏe,ZaloPay Balance,233000.0,OnTime,No Promo,0,2024-11,0
TRX00006149,ZLP000784,2024-12-24 09:20:35,Giải trí,ZaloPay Balance,354000.0,OnTime,No Promo,0,2024-12,0
TRX00006150,ZLP000785,2024-01-21 09:33:20,Chăm sóc sức khỏe,Bank Transfer,429000.0,OnTime,FreeFee,0,2024-01,0
TRX00006151,ZLP000785,2024-03-05 17:27:26,Chăm sóc sức khỏe,Bank Transfer,434000.0,OnTime,Cashback,0,2024-03,0
TRX00006152,ZLP000785,2024-04-20 09:24:38,Chăm sóc sức khỏe,Bank Transfer,501000.0,OnTime,No Promo,0,2024-04,0
TRX00006153,ZLP000785,2024-05-24 09:37:05,Chăm sóc sức khỏe,ZaloPay Balance,296000.0,OnTime,No Promo,0,2024-05,0
TRX00006154,ZLP000785,2024-07-08 15:12:35,Chăm sóc sức khỏe,Auto-debit,207000.0,OnTime,No Promo,0,2024-07,0
TRX00006155,ZLP000785,2024-09-02 21:40:48,Chăm sóc sức khỏe,Bank Transfer,361000.0,OnTime,No Promo,0,2024-09,0
TRX00006156,ZLP000785,2024-10-21 13:06:45,Điện & Nước,Auto-debit,360000.0,OnTime,No Promo,0,2024-10,0
TRX00006157,ZLP000785,2024-12-08 19:02:49,Chăm sóc sức khỏe,Bank Transfer,397000.0,OnTime,Cashback,0,2024-12,0
TRX00006158,ZLP000786,2024-01-07 07:07:35,Điện & Nước,Manual,305000.0,Partial,No Promo,0,2024-01,0
TRX00006159,ZLP000786,2024-02-10 17:18:36,Điện & Nước,Bank Transfer,380000.0,OnTime,No Promo,0,2024-02,0
TRX00006160,ZLP000786,2024-03-11 21:23:07,Điện & Nước,Bank Transfer,261000.0,Late,No Promo,0,2024-03,0
TRX00006161,ZLP000786,2024-04-17 19:49:38,Điện & Nước,Auto-debit,194000.0,OnTime,No Promo,0,2024-04,0
TRX00006162,ZLP000786,2024-05-16 22:03:37,Thời trang,Bank Transfer,226000.0,OnTime,No Promo,0,2024-05,0
TRX00006163,ZLP000786,2024-06-16 10:55:08,Điện & Nước,ZaloPay Balance,232000.0,OnTime,No Promo,0,2024-06,0
TRX00006164,ZLP000786,2024-07-09 09:50:21,Điện & Nước,Bank Transfer,88000.0,Partial,No Promo,0,2024-07,0
TRX00006165,ZLP000786,2024-08-01 22:16:52,Điện & Nước,Bank Transfer,342000.0,OnTime,No Promo,0,2024-08,0
TRX00006166,ZLP000786,2024-08-25 22:35:56,Điện & Nước,ZaloPay Balance,327000.0,Late,Cashback,0,2024-08,0
TRX00006167,ZLP000786,2024-10-01 17:43:51,Viễn thông,Bank Transfer,524000.0,OnTime,No Promo,0,2024-10,0
TRX00006168,ZLP000786,2024-10-28 11:51:45,Điện & Nước,ZaloPay Balance,372000.0,OnTime,LimitUpgrade,0,2024-10,0
TRX00006169,ZLP000786,2024-11-19 10:42:10,Điện & Nước,Bank Transfer,201000.0,OnTime,Cashback,0,2024-11,0
TRX00006170,ZLP000786,2024-12-20 09:36:38,Thực phẩm & Ăn uống,Auto-debit,274000.0,OnTime,No Promo,0,2024-12,0
TRX00006171,ZLP000787,2024-01-03 22:46:47,Thực phẩm & Ăn uống,Auto-debit,144000.0,OnTime,No Promo,0,2024-01,0
TRX00006172,ZLP000787,2024-01-14 13:26:31,Thực phẩm & Ăn uống,ZaloPay Balance,316000.0,OnTime,No Promo,0,2024-01,0
TRX00006173,ZLP000787,2024-01-15 15:46:46,Thực phẩm & Ăn uống,ZaloPay Balance,140000.0,Partial,No Promo,0,2024-01,0
TRX00006174,ZLP000787,2024-01-23 10:26:49,Thực phẩm & Ăn uống,Auto-debit,202000.0,OnTime,No Promo,0,2024-01,0
TRX00006175,ZLP000787,2024-02-24 16:03:49,Thời trang,Manual,237000.0,OnTime,No Promo,0,2024-02,0
TRX00006176,ZLP000787,2024-03-13 13:23:40,Thực phẩm & Ăn uống,ZaloPay Balance,105000.0,OnTime,No Promo,0,2024-03,0
TRX00006177,ZLP000787,2024-04-16 11:41:27,Thực phẩm & Ăn uống,Auto-debit,247000.0,OnTime,No Promo,0,2024-04,0
TRX00006178,ZLP000787,2024-05-16 15:21:09,Thực phẩm & Ăn uống,Auto-debit,284000.0,OnTime,No Promo,1,2024-05,1
TRX00006179,ZLP000787,2024-05-27 15:52:06,Thực phẩm & Ăn uống,Auto-debit,106000.0,OnTime,No Promo,0,2024-05,0
TRX00006180,ZLP000787,2024-06-19 11:39:49,Thực phẩm & Ăn uống,Manual,149000.0,OnTime,No Promo,0,2024-06,0
TRX00006181,ZLP000787,2024-07-11 22:36:14,Thực phẩm & Ăn uống,Bank Transfer,233000.0,Late,No Promo,0,2024-07,0
TRX00006182,ZLP000787,2024-07-27 14:19:26,Thực phẩm & Ăn uống,Bank Transfer,216000.0,OnTime,LimitUpgrade,0,2024-07,0
TRX00006183,ZLP000787,2024-08-14 21:37:46,Thực phẩm & Ăn uống,Auto-debit,246000.0,Late,LimitUpgrade,0,2024-08,0
TRX00006184,ZLP000787,2024-08-25 10:03:59,Thực phẩm & Ăn uống,Auto-debit,124000.0,OnTime,No Promo,0,2024-08,0
TRX00006185,ZLP000787,2024-09-05 13:08:44,Thực phẩm & Ăn uống,Auto-debit,328000.0,OnTime,No Promo,0,2024-09,0
TRX00006186,ZLP000787,2024-09-19 12:48:54,Thực phẩm & Ăn uống,Bank Transfer,362000.0,Late,No Promo,0,2024-09,0
TRX00006187,ZLP000787,2024-09-28 14:39:36,Thực phẩm & Ăn uống,ZaloPay Balance,110000.0,OnTime,No Promo,0,2024-09,0
TRX00006188,ZLP000787,2024-10-14 17:14:32,Thực phẩm & Ăn uống,ZaloPay Balance,228000.0,OnTime,No Promo,0,2024-10,0
TRX00006189,ZLP000787,2024-11-05 11:10:44,Thực phẩm & Ăn uống,ZaloPay Balance,209000.0,OnTime,No Promo,0,2024-11,0
TRX00006190,ZLP000787,2024-11-15 14:50:39,Thực phẩm & Ăn uống,ZaloPay Balance,167000.0,OnTime,No Promo,0,2024-11,0
TRX00006191,ZLP000787,2024-12-11 10:45:58,Thực phẩm & Ăn uống,Manual,201000.0,OnTime,No Promo,0,2024-12,0
TRX00006192,ZLP000788,2024-01-05 11:34:40,Viễn thông,ZaloPay Balance,172000.0,OnTime,No Promo,0,2024-01,0
TRX00006193,ZLP000788,2024-01-26 09:38:31,Viễn thông,ZaloPay Balance,105000.0,OnTime,No Promo,0,2024-01,0
TRX00006194,ZLP000788,2024-02-21 13:41:36,Viễn thông,Bank Transfer,190000.0,OnTime,No Promo,0,2024-02,0
TRX00006195,ZLP000788,2024-03-25 09:23:16,Viễn thông,Auto-debit,287000.0,OnTime,No Promo,0,2024-03,0
TRX00006196,ZLP000788,2024-04-23 11:48:15,Viễn thông,Auto-debit,411000.0,OnTime,Cashback,0,2024-04,0
TRX00006197,ZLP000788,2024-05-19 20:12:43,Viễn thông,Manual,166000.0,OnTime,No Promo,0,2024-05,0
TRX00006198,ZLP000788,2024-06-19 12:53:01,Viễn thông,ZaloPay Balance,201000.0,Partial,No Promo,0,2024-06,0
TRX00006199,ZLP000788,2024-06-28 12:28:38,Du lịch & Vận chuyển,ZaloPay Balance,351000.0,OnTime,No Promo,0,2024-06,0
TRX00006200,ZLP000788,2024-07-28 22:25:49,Viễn thông,ZaloPay Balance,237000.0,OnTime,No Promo,0,2024-07,0
TRX00006201,ZLP000788,2024-08-25 13:41:59,Viễn thông,Auto-debit,157000.0,OnTime,Cashback,0,2024-08,0
TRX00006202,ZLP000788,2024-09-20 11:16:36,Viễn thông,Auto-debit,226000.0,OnTime,No Promo,0,2024-09,0
TRX00006203,ZLP000788,2024-10-24 19:21:43,Viễn thông,Bank Transfer,229000.0,Partial,No Promo,0,2024-10,0
TRX00006204,ZLP000788,2024-11-17 15:13:34,Viễn thông,Bank Transfer,221000.0,Late,No Promo,0,2024-11,0
TRX00006205,ZLP000788,2024-12-17 18:18:00,Thực phẩm & Ăn uống,Bank Transfer,196000.0,OnTime,No Promo,0,2024-12,0
TRX00006206,ZLP000789,2024-01-04 14:41:28,Du lịch & Vận chuyển,Auto-debit,1358000.0,OnTime,No Promo,0,2024-01,0
TRX00006207,ZLP000789,2024-04-06 19:45:27,Du lịch & Vận chuyển,Auto-debit,1579000.0,OnTime,Cashback,0,2024-04,0
TRX00006208,ZLP000789,2024-05-15 16:47:21,Giải trí,Bank Transfer,105000.0,OnTime,No Promo,0,2024-05,0
TRX00006209,ZLP000789,2024-07-04 18:47:45,Điện tử,Manual,114000.0,OnTime,No Promo,0,2024-07,0
TRX00006210,ZLP000789,2024-08-17 21:58:17,Du lịch & Vận chuyển,Bank Transfer,1283000.0,OnTime,No Promo,0,2024-08,0
