customer_id,age,gender,city,city_tier,kyc_verified,phone_verified,device_type,referral_source,activation_date,credit_limit_vnd,primary_cat_pref,wl_age_days,first_trx_date,last_trx_date,recency_days,total_trx_count,total_amount_vnd,avg_amount_vnd,max_amount_vnd,outstanding_balance_vnd,utilization_ratio,tenure_days,avg_inter_days,months_active,max_consecutive_months,spending_velocity_ratio,r90_count,r90_amount,unique_categories,top_category,late_count,partial_count,ontime_count,late_rate,promo_count,promo_rate,suspicious_count,lifecycle_segment,churn_30d,churn_60d,churn_90d,churn_label
ZLP000256,25.0,Female,Cần Thơ,2,1,1,Android,Social,2023-11-02,3000000,Chăm sóc sức khỏe,60.0,2024-01-01 14:35:01,2024-12-23 21:40:25,7.0,10.0,4114000.0,411400.0,727000.0,301000.0,0.1143,357.0,35.7,10.0,5.0,1.19,3.0,1237000.0,2.0,Chăm sóc sức khỏe,1.0,0.0,9.0,0.1,2.0,0.2,0.0,RPU_Mid,0,0,0,0
ZLP000257,35.0,Female,Hà Nội,1,1,1,iOS,Organic,2023-12-02,5000000,Điện & Nước,36.0,2024-01-07 08:10:10,2024-11-25 22:28:40,35.0,13.0,3249000.0,249923.07692307694,443000.0,0.0,0.0542,323.0,24.8,11.0,11.0,0.828,3.0,642000.0,3.0,Điện & Nước,0.0,2.0,11.0,0.0,0.0,0.0,0.0,RPU_Mid,1,0,0,0
ZLP000258,23.0,Female,Hà Nội,1,1,1,Android,Organic,2024-01-15,3000000,Thời trang,3.0,2024-01-18 19:36:46,2024-12-08 11:20:26,22.0,9.0,5367000.0,596333.3333333334,862000.0,862000.0,0.1491,324.0,36.0,8.0,3.0,0.8,2.0,1603000.0,1.0,Thời trang,0.0,0.0,9.0,0.0,2.0,0.2222,0.0,RPU_Mid,0,0,0,0
ZLP000259,30.0,Female,Đồng Nai,3,1,1,iOS,Campaign,2024-03-31,500000,Thực phẩm & Ăn uống,0.0,2024-03-31 19:05:41,2024-12-23 14:19:17,7.0,23.0,4326000.0,188086.95652173914,386000.0,732000.0,0.721,266.0,11.6,10.0,10.0,1.414,11.0,2214000.0,2.0,Thực phẩm & Ăn uống,7.0,0.0,16.0,0.3043,4.0,0.1739,0.0,RPU_Loyal,0,0,0,0
ZLP000260,32.0,Female,Hồ Chí Minh,1,1,1,iOS,Referral,2024-01-31,1000000,Chăm sóc sức khỏe,1.0,2024-02-01 17:02:10,2024-12-23 22:59:55,7.0,11.0,4504000.0,409454.54545454547,618000.0,772000.0,0.3753,326.0,29.6,8.0,3.0,0.988,3.0,1096000.0,3.0,Chăm sóc sức khỏe,1.0,0.0,10.0,0.0909,2.0,0.1818,0.0,RPU_Mid,0,0,0,0
ZLP000261,22.0,Male,Đồng Nai,3,1,1,Android,Unknown,2024-01-01,500000,Điện & Nước,4.0,2024-01-05 16:48:59,2024-12-21 17:35:15,9.0,14.0,3398000.0,242714.2857142857,423000.0,281000.0,0.5663,351.0,25.1,12.0,12.0,0.836,3.0,811000.0,3.0,Điện & Nước,0.0,1.0,13.0,0.0,2.0,0.1429,0.0,RPU_Mid,0,0,0,0
ZLP000262,27.0,Male,Đà Nẵng,2,1,1,iOS,Campaign,2024-01-01,500000,Viễn thông,2.0,2024-01-03 11:30:12,2024-11-25 14:53:57,35.0,12.0,1949000.0,162416.66666666666,246000.0,0.0,0.3248,327.0,27.2,11.0,11.0,0.606,2.0,363000.0,3.0,Viễn thông,1.0,1.0,10.0,0.0833,4.0,0.3333,0.0,RPU_Mid,1,0,0,0
ZLP000263,18.0,Male,Thanh Hóa,3,1,1,Android,Campaign,2024-01-15,500000,Thời trang,3.0,2024-01-18 16:26:36,2024-12-03 10:42:38,27.0,7.0,4672000.0,667428.5714285715,950000.0,950000.0,0.7787,319.0,45.6,7.0,2.0,1.013,2.0,1770000.0,2.0,Thời trang,1.0,0.0,6.0,0.1429,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP000264,21.0,Male,Đà Nẵng,2,1,1,Android,Organic,2024-01-01,1000000,Giải trí,4.0,2024-01-05 11:21:43,2024-11-28 22:24:25,32.0,9.0,3150000.0,350000.0,705000.0,0.0,0.2625,328.0,36.4,7.0,2.0,0.405,1.0,705000.0,1.0,Giải trí,1.0,1.0,7.0,0.1111,2.0,0.2222,0.0,RPU_Mid,1,0,0,0
ZLP000265,26.0,Female,Hồ Chí Minh,1,1,1,Android,Unknown,2024-01-31,1000000,Điện & Nước,1.0,2024-02-01 22:03:14,2024-12-29 19:35:57,1.0,13.0,3018000.0,232153.84615384616,382000.0,505000.0,0.2515,331.0,25.5,11.0,11.0,1.132,4.0,824000.0,3.0,Điện & Nước,0.0,0.0,13.0,0.0,2.0,0.1538,0.0,RPU_Mid,0,0,0,0
ZLP000266,20.0,Male,Hồ Chí Minh,1,1,1,Android,Organic,2024-08-28,2000000,Điện tử,2.0,2024-08-30 21:02:28,2024-08-30 21:02:28,122.0,1.0,1753000.0,1753000.0,1753000.0,0.0,0.073,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Điện tử,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FPU,1,1,1,1
ZLP000267,37.0,Male,Hải Phòng,2,1,1,iOS,Campaign,2024-03-31,2000000,Viễn thông,0.0,2024-03-31 12:34:17,2024-12-01 10:12:10,29.0,11.0,2414000.0,219454.54545454544,339000.0,227000.0,0.1006,244.0,22.2,10.0,10.0,0.739,3.0,636000.0,2.0,Viễn thông,1.0,0.0,10.0,0.0909,2.0,0.1818,0.0,RPU_Mid,0,0,0,0
ZLP000268,19.0,Female,Hải Phòng,2,0,1,Android,Organic,2024-04-30,3000000,Điện & Nước,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000269,25.0,Female,Hà Nội,1,1,1,Android,Social,2024-03-01,1000000,Thực phẩm & Ăn uống,3.0,2024-03-04 16:03:06,2024-12-16 09:58:43,14.0,19.0,3599000.0,189421.05263157896,338000.0,173000.0,0.2999,286.0,15.1,10.0,10.0,0.669,4.0,1130000.0,1.0,Thực phẩm & Ăn uống,1.0,0.0,18.0,0.0526,6.0,0.3158,0.0,RPU_Loyal,0,0,0,0
ZLP000270,28.0,Male,Cần Thơ,2,1,1,iOS,Referral,2024-03-31,1000000,Thời trang,6.0,2024-04-06 10:27:46,2024-04-06 10:27:46,268.0,1.0,1058000.0,1058000.0,1058000.0,0.0,0.0882,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Thời trang,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FPU,1,1,1,1
ZLP000271,36.0,Female,Hà Nội,1,1,1,Unknown,Social,2024-01-31,2000000,Chăm sóc sức khỏe,6.0,2024-02-06 15:50:22,2024-12-05 12:30:04,25.0,10.0,3561000.0,356100.0,559000.0,464000.0,0.1484,302.0,30.2,10.0,9.0,0.671,2.0,843000.0,2.0,Chăm sóc sức khỏe,0.0,0.0,10.0,0.0,1.0,0.1,0.0,RPU_Mid,0,0,0,0
ZLP000272,19.0,Female,Nghệ An,3,0,1,Android,Campaign,2023-01-01,2000000,Thời trang,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000273,34.0,Male,Nghệ An,3,1,1,Android,Referral,2024-11-26,1000000,Thực phẩm & Ăn uống,4.0,2024-11-30 15:09:02,2024-12-17 18:06:35,13.0,2.0,501000.0,250500.0,267000.0,234000.0,0.0418,17.0,8.5,2.0,2.0,0.189,2.0,501000.0,1.0,Thực phẩm & Ăn uống,1.0,0.0,1.0,0.5,1.0,0.5,0.0,RPU_Early,0,0,0,0
ZLP000274,28.0,Male,Thanh Hóa,3,1,1,Android,Campaign,2023-04-06,3000000,Viễn thông,271.0,2024-01-02 08:54:20,2024-12-20 12:35:52,10.0,13.0,2622000.0,201692.3076923077,320000.0,176000.0,0.0728,353.0,27.2,12.0,12.0,0.905,3.0,624000.0,3.0,Viễn thông,3.0,0.0,10.0,0.2308,1.0,0.0769,0.0,RPU_Mid,0,0,0,0
ZLP000275,22.0,Female,Hải Phòng,2,0,1,Android,Unknown,2023-12-18,1000000,Viễn thông,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000276,30.0,Female,An Giang,3,1,1,Android,Social,2023-07-05,1000000,Chăm sóc sức khỏe,181.0,2024-01-02 23:00:32,2024-11-26 12:12:50,34.0,10.0,2927000.0,292700.0,497000.0,0.0,0.2439,328.0,32.8,8.0,3.0,1.093,3.0,698000.0,2.0,Chăm sóc sức khỏe,1.0,0.0,9.0,0.1,1.0,0.1,0.0,RPU_Mid,1,0,0,0
ZLP000277,29.0,Female,Hồ Chí Minh,1,1,1,Android,Unknown,2023-07-05,2000000,Điện & Nước,186.0,2024-01-07 10:03:54,2024-12-14 11:32:49,16.0,13.0,3312000.0,254769.23076923078,347000.0,228000.0,0.138,342.0,26.3,12.0,12.0,0.877,3.0,614000.0,2.0,Điện & Nước,2.0,1.0,10.0,0.1538,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP000278,24.0,Male,Hải Phòng,2,1,1,Android,Referral,2024-06-29,1000000,Điện & Nước,5.0,2024-07-04 12:15:00,2024-12-11 10:08:46,19.0,7.0,1707000.0,243857.14285714287,382000.0,201000.0,0.1422,159.0,22.7,6.0,6.0,0.757,3.0,642000.0,1.0,Điện & Nước,0.0,1.0,6.0,0.0,2.0,0.2857,0.0,RPU_Mid,0,0,0,0
ZLP000279,28.0,Male,Bình Dương,3,1,1,Unknown,Organic,2023-12-18,2000000,Điện tử,19.0,2024-01-06 15:48:46,2024-11-26 18:54:59,34.0,4.0,8449550.000000004,2112387.500000001,3203550.000000003,0.0,0.3521,325.0,81.2,4.0,1.0,0.903,1.0,2288000.0,1.0,Điện tử,0.0,0.0,4.0,0.0,2.0,0.5,0.0,RPU_Early,1,0,0,0
ZLP000280,25.0,Female,Nghệ An,3,1,1,iOS,Referral,2024-06-29,2000000,Giải trí,0.0,2024-06-29 17:19:34,2024-09-17 22:03:09,104.0,3.0,778000.0,259333.33333333334,519000.0,0.0,0.0324,80.0,26.7,3.0,2.0,0.0,0.0,0.0,1.0,Giải trí,0.0,0.0,3.0,0.0,0.0,0.0,0.0,RPU_Early,1,1,1,1
ZLP000281,28.0,Male,Đà Nẵng,2,0,1,Android,Unknown,2023-11-02,1000000,Điện & Nước,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000282,31.0,Male,Hồ Chí Minh,1,1,1,Android,Organic,2023-11-02,5000000,Thời trang,61.0,2024-01-02 11:21:04,2024-02-23 12:24:08,311.0,3.0,1418000.0,472666.6666666667,1036000.0,0.0,0.0236,52.0,17.3,2.0,2.0,0.0,0.0,0.0,1.0,Thời trang,1.0,0.0,2.0,0.3333,1.0,0.3333,0.0,RPU_Early,1,1,1,1
ZLP000283,37.0,Female,Đà Nẵng,2,1,1,Android,Referral,2023-11-02,1000000,Viễn thông,61.0,2024-01-02 09:45:46,2024-12-05 09:41:41,25.0,14.0,3094000.0,221000.0,351000.0,295000.0,0.2578,337.0,24.1,11.0,10.0,0.535,2.0,567000.0,2.0,Viễn thông,2.0,0.0,12.0,0.1429,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP000284,20.0,Male,Bình Dương,3,1,1,Android,Campaign,2024-03-01,2000000,Điện & Nước,0.0,2024-03-01 17:01:05,2024-11-28 08:18:45,32.0,11.0,2265000.0,205909.0909090909,438000.0,0.0,0.0944,271.0,24.6,9.0,9.0,0.821,3.0,416000.0,3.0,Điện & Nước,2.0,0.0,9.0,0.1818,1.0,0.0909,0.0,RPU_Mid,1,0,0,0
ZLP000285,40.0,Female,Hồ Chí Minh,1,1,1,Android,Social,2024-06-29,1000000,Chăm sóc sức khỏe,2.0,2024-07-01 09:26:47,2024-12-17 11:41:26,13.0,5.0,1506000.0,301200.0,386000.0,386000.0,0.1255,169.0,33.8,5.0,3.0,1.127,3.0,957000.0,1.0,Chăm sóc sức khỏe,1.0,0.0,4.0,0.2,0.0,0.0,0.0,RPU_Early,0,0,0,0
ZLP000286,18.0,Female,Hà Nội,1,1,1,Android,Organic,2024-01-01,2000000,Thực phẩm & Ăn uống,0.0,2024-01-01 20:53:34,2024-12-21 21:35:39,9.0,23.0,4420000.0,192173.91304347827,359000.0,10000.0,0.1842,355.0,15.4,12.0,12.0,1.029,6.0,1224000.0,4.0,Thực phẩm & Ăn uống,4.0,2.0,17.0,0.1739,7.0,0.3043,1.0,RPU_Loyal,0,0,0,0
ZLP000287,27.0,Male,Đà Nẵng,2,1,1,Android,Organic,2023-12-18,1000000,Điện & Nước,16.0,2024-01-03 13:15:25,2024-12-24 09:14:08,6.0,14.0,3349000.0,239214.2857142857,363000.0,107000.0,0.2791,355.0,25.4,12.0,12.0,0.845,3.0,817000.0,2.0,Điện & Nước,0.0,1.0,13.0,0.0,2.0,0.1429,0.0,RPU_Mid,0,0,0,0
ZLP000288,31.0,Female,Hà Nội,1,1,1,iOS,Unknown,2024-11-26,3000000,Du lịch & Vận chuyển,6.0,2024-12-02 23:01:26,2024-12-02 23:01:26,28.0,1.0,746000.0,746000.0,746000.0,746000.0,0.0207,1.0,1.0,1.0,1.0,0.011,1.0,746000.0,1.0,Du lịch & Vận chuyển,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FPU,0,0,0,0
ZLP000289,29.0,Female,Hà Nội,1,1,1,iOS,Organic,2023-07-05,3000000,Thời trang,184.0,2024-01-05 23:00:33,2024-12-16 15:49:16,14.0,10.0,6346000.0,634600.0,1520000.0,72000.0,0.1763,345.0,34.5,9.0,7.0,0.767,2.0,702000.0,3.0,Thời trang,3.0,0.0,7.0,0.3,1.0,0.1,0.0,RPU_Mid,0,0,0,0
ZLP000290,24.0,Female,Hồ Chí Minh,1,0,0,iOS,Referral,2024-01-15,500000,Điện tử,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000291,26.0,Male,Nghệ An,3,0,1,Android,Organic,2023-12-18,500000,Thực phẩm & Ăn uống,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000292,25.0,Male,Bình Dương,3,1,1,iOS,Referral,2023-07-05,5000000,Viễn thông,182.0,2024-01-03 14:06:22,2024-06-11 15:28:27,202.0,7.0,1304000.0,186285.7142857143,258000.0,0.0,0.0217,160.0,22.9,6.0,6.0,0.0,0.0,0.0,3.0,Viễn thông,0.0,0.0,7.0,0.0,2.0,0.2857,0.0,RPU_Mid,1,1,1,1
ZLP000293,24.0,Female,Hồ Chí Minh,1,1,0,Unknown,Social,2023-11-02,3000000,Thực phẩm & Ăn uống,62.0,2024-01-03 11:49:44,2024-12-28 17:41:17,2.0,20.0,4422000.0,221100.0,384000.0,288000.0,0.1228,360.0,18.0,12.0,12.0,1.4,7.0,1408000.0,3.0,Thực phẩm & Ăn uống,1.0,3.0,16.0,0.05,4.0,0.2,0.0,RPU_Loyal,0,0,0,0
ZLP000294,33.0,Female,Đồng Nai,3,1,1,iOS,Organic,2023-01-01,2000000,Viễn thông,370.0,2024-01-06 23:30:24,2024-12-07 14:15:48,23.0,13.0,2592000.0,199384.61538461538,297000.0,126000.0,0.108,335.0,25.8,11.0,6.0,0.859,3.0,575000.0,3.0,Viễn thông,1.0,1.0,11.0,0.0769,4.0,0.3077,0.0,RPU_Mid,0,0,0,0
ZLP000295,30.0,Female,Bình Dương,3,1,1,iOS,Organic,2024-07-29,2000000,Viễn thông,6.0,2024-08-04 23:05:01,2024-12-12 15:44:32,18.0,6.0,1422000.0,237000.0,343000.0,149000.0,0.0592,129.0,21.5,5.0,5.0,0.717,3.0,594000.0,2.0,Viễn thông,1.0,1.0,4.0,0.1667,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP000296,23.0,Male,Hồ Chí Minh,1,1,1,Unknown,Unknown,2024-03-01,3000000,Thời trang,4.0,2024-03-05 13:49:11,2024-12-18 22:37:23,12.0,7.0,2849000.0,407000.0,793000.0,360000.0,0.0791,288.0,41.1,6.0,2.0,0.914,2.0,712000.0,3.0,Thời trang,4.0,0.0,3.0,0.5714,2.0,0.2857,0.0,RPU_Mid,0,0,0,0
ZLP000297,33.0,Male,Hà Nội,1,1,1,Android,Referral,2024-06-29,1000000,Điện & Nước,4.0,2024-07-03 13:36:09,2024-12-18 12:34:54,12.0,7.0,1422000.0,203142.85714285713,273000.0,159000.0,0.1185,167.0,23.9,5.0,3.0,0.795,3.0,631000.0,2.0,Điện & Nước,1.0,0.0,6.0,0.1429,1.0,0.1429,0.0,RPU_Mid,0,0,0,0
ZLP000298,29.0,Female,Cần Thơ,2,1,1,iOS,Organic,2024-01-15,2000000,Thực phẩm & Ăn uống,0.0,2024-01-15 12:14:18,2024-12-22 22:26:05,8.0,22.0,3786000.0,172090.9090909091,295000.0,139000.0,0.1578,342.0,15.5,12.0,12.0,0.864,5.0,818000.0,3.0,Thực phẩm & Ăn uống,1.0,2.0,19.0,0.0455,4.0,0.1818,0.0,RPU_Loyal,0,0,0,0
ZLP000299,32.0,Male,Hà Nội,1,1,0,Android,Campaign,2024-03-01,2000000,Thời trang,6.0,2024-03-07 13:12:40,2024-12-09 21:00:04,21.0,9.0,3648000.0,405333.3333333333,1060000.0,10000.0,0.152,277.0,30.8,8.0,5.0,1.026,3.0,1344000.0,2.0,Thời trang,1.0,1.0,7.0,0.1111,4.0,0.4444,0.0,RPU_Mid,0,0,0,0
ZLP000300,31.0,Male,Đồng Nai,3,1,0,Android,Unknown,2024-04-30,3000000,Điện tử,4.0,2024-05-04 09:34:44,2024-11-02 11:49:34,58.0,3.0,8551100.000000006,2850366.6666666684,3203550.000000003,0.0,0.2375,182.0,60.7,3.0,1.0,0.674,1.0,3203550.000000003,2.0,Điện tử,0.0,0.0,3.0,0.0,1.0,0.3333,0.0,RPU_Early,1,0,0,0
ZLP000301,27.0,Female,Hà Nội,1,1,1,iOS,Organic,2024-08-28,500000,Thời trang,4.0,2024-09-01 19:07:28,2024-12-13 23:15:35,17.0,3.0,2044000.0,681333.3333333334,941000.0,941000.0,0.3407,103.0,34.3,3.0,2.0,0.763,2.0,1295000.0,1.0,Thời trang,1.0,0.0,2.0,0.3333,1.0,0.3333,0.0,RPU_Early,0,0,0,0
ZLP000302,24.0,Female,Hồ Chí Minh,1,1,1,Android,Referral,2023-07-05,2000000,Du lịch & Vận chuyển,183.0,2024-01-04 11:59:07,2024-12-04 13:35:11,26.0,6.0,4172000.0,695333.3333333334,982000.0,10000.0,0.1738,335.0,55.8,6.0,2.0,1.241,2.0,992000.0,2.0,Du lịch & Vận chuyển,0.0,0.0,6.0,0.0,1.0,0.1667,0.0,RPU_Mid,0,0,0,0
ZLP000303,32.0,Female,Thanh Hóa,3,1,1,Unknown,Organic,2023-12-02,2000000,Giải trí,34.0,2024-01-05 18:52:34,2024-12-16 13:52:45,14.0,8.0,2487000.0,310875.0,622000.0,380000.0,0.1036,345.0,43.1,8.0,3.0,1.438,3.0,807000.0,3.0,Giải trí,1.0,1.0,6.0,0.125,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP000304,31.0,Female,Hồ Chí Minh,1,0,1,Android,Campaign,2024-04-30,3000000,Du lịch & Vận chuyển,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000305,27.0,Male,Bình Dương,3,1,1,Android,Social,2024-09-27,2000000,Điện tử,6.0,2024-10-03 12:32:38,2024-12-06 14:51:03,24.0,2.0,5335550.000000003,2667775.0000000014,3203550.000000003,2132000.0,0.2223,64.0,32.0,2.0,1.0,0.711,2.0,5335550.000000003,1.0,Điện tử,0.0,0.0,2.0,0.0,0.0,0.0,0.0,RPU_Early,0,0,0,0
ZLP000306,28.0,Female,Hồ Chí Minh,1,0,1,Android,Unknown,2024-11-26,3000000,Điện tử,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000307,35.0,Male,Hà Nội,1,1,1,iOS,Unknown,2024-03-31,3000000,Điện & Nước,3.0,2024-04-03 13:26:04,2024-12-28 12:09:41,2.0,10.0,2605000.0,260500.0,338000.0,308000.0,0.0724,268.0,26.8,9.0,9.0,0.893,3.0,836000.0,1.0,Điện & Nước,0.0,0.0,10.0,0.0,1.0,0.1,0.0,RPU_Mid,0,0,0,0
ZLP000308,24.0,Female,Hà Nội,1,1,1,Android,Campaign,2023-10-03,2000000,Thời trang,91.0,2024-01-02 11:31:31,2024-03-09 21:45:53,296.0,2.0,1016000.0,508000.0,602000.0,0.0,0.0423,67.0,33.5,2.0,1.0,0.0,0.0,0.0,1.0,Thời trang,0.0,1.0,1.0,0.0,0.0,0.0,0.0,RPU_Early,1,1,1,1
ZLP000309,31.0,Female,Hồ Chí Minh,1,1,1,Android,Referral,2023-07-05,1000000,Điện tử,180.0,2024-01-01 11:15:40,2024-10-28 09:15:19,63.0,5.0,10628550.000000004,2125710.000000001,3203550.000000003,0.0,0.8857,300.0,60.0,5.0,1.0,0.667,1.0,2466000.0,1.0,Điện tử,1.0,0.0,4.0,0.2,0.0,0.0,0.0,RPU_Early,1,1,0,1
ZLP000310,26.0,Female,Hà Nội,1,1,1,iOS,Organic,2024-09-27,2000000,Thực phẩm & Ăn uống,2.0,2024-09-29 14:54:38,2024-12-20 19:39:47,10.0,4.0,884000.0,221000.0,277000.0,277000.0,0.0368,82.0,20.5,4.0,4.0,0.683,3.0,719000.0,4.0,Thực phẩm & Ăn uống,1.0,0.0,3.0,0.25,0.0,0.0,0.0,RPU_Early,0,0,0,0
ZLP000311,26.0,Female,Hồ Chí Minh,1,1,1,Android,Campaign,2024-01-01,3000000,Thực phẩm & Ăn uống,6.0,2024-01-07 18:26:28,2024-12-21 15:03:42,9.0,21.0,3397000.0,161761.90476190476,343000.0,402000.0,0.0944,348.0,16.6,11.0,10.0,0.921,5.0,1122000.0,4.0,Thực phẩm & Ăn uống,3.0,1.0,17.0,0.1429,7.0,0.3333,0.0,RPU_Loyal,0,0,0,0
ZLP000312,34.0,Female,Đà Nẵng,2,0,1,Android,Campaign,2023-11-02,500000,Thời trang,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000313,32.0,Female,Cần Thơ,2,1,1,Android,Organic,2024-09-27,2000000,Du lịch & Vận chuyển,6.0,2024-10-03 12:09:21,2024-11-23 12:07:25,37.0,2.0,991000.0,495500.0,507000.0,0.0,0.0413,50.0,25.0,2.0,2.0,0.556,2.0,991000.0,1.0,Du lịch & Vận chuyển,0.0,0.0,2.0,0.0,0.0,0.0,0.0,RPU_Early,1,0,0,0
ZLP000314,32.0,Female,Hồ Chí Minh,1,1,1,Android,Unknown,2023-07-05,1000000,Viễn thông,184.0,2024-01-05 14:10:57,2024-12-19 12:42:03,11.0,14.0,3308000.0,236285.7142857143,664000.0,274000.0,0.2757,348.0,24.9,12.0,12.0,0.829,3.0,717000.0,2.0,Viễn thông,0.0,0.0,14.0,0.0,1.0,0.0714,0.0,RPU_Mid,0,0,0,0
ZLP000315,35.0,Female,Hải Phòng,2,1,1,Android,Unknown,2024-04-30,500000,Thực phẩm & Ăn uống,3.0,2024-05-03 15:08:43,2024-12-28 12:24:01,2.0,15.0,3381000.0,225400.0,396000.0,330000.0,0.5635,238.0,15.9,8.0,8.0,0.881,5.0,1140000.0,2.0,Thực phẩm & Ăn uống,2.0,1.0,12.0,0.1333,0.0,0.0,0.0,RPU_Mid,0,0,0,0
ZLP000316,28.0,Male,Hồ Chí Minh,1,1,1,Android,Organic,2024-03-01,2000000,Điện tử,1.0,2024-03-02 14:13:20,2024-03-02 14:13:20,303.0,1.0,3203550.000000003,3203550.000000003,3203550.000000003,0.0,0.1335,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Điện & Nước,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FPU,1,1,1,1
ZLP000317,32.0,Male,Hồ Chí Minh,1,0,1,iOS,Referral,2023-07-05,2000000,Viễn thông,,,,,,,,,,,,,,,,,,,,,,,,,,,No_Transaction,1,1,1,1
ZLP000318,26.0,Male,Cần Thơ,2,1,1,iOS,Organic,2023-12-02,2000000,Chăm sóc sức khỏe,36.0,2024-01-07 19:18:34,2024-12-28 10:41:44,2.0,10.0,3443000.0,344300.0,740000.0,391000.0,0.1435,355.0,35.5,10.0,5.0,1.183,3.0,1141000.0,2.0,Chăm sóc sức khỏe,1.0,1.0,8.0,0.1,2.0,0.2,0.0,RPU_Mid,0,0,0,0
ZLP000319,29.0,Female,Hà Nội,1,1,1,Android,Organic,2023-10-03,3000000,Điện tử,96.0,2024-01-07 23:10:08,2024-10-26 12:04:59,65.0,4.0,10195000.0,2548750.0,3031000.0,0.0,0.2832,292.0,73.0,4.0,1.0,0.811,1.0,1576000.0,1.0,Điện tử,0.0,0.0,4.0,0.0,1.0,0.25,0.0,RPU_Early,1,1,0,1
ZLP000320,27.0,Female,Hà Nội,1,1,1,iOS,Organic,2024-03-01,500000,Thực phẩm & Ăn uống,4.0,2024-03-05 17:30:20,2024-03-10 12:18:32,295.0,2.0,472000.0,236000.0,247000.0,0.0,0.0787,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,Thực phẩm & Ăn uống,0.0,0.0,2.0,0.0,0.0,0.0,0.0,RPU_Early,1,1,1,1
ZLP000321,28.0,Female,Hồ Chí Minh,1,1,1,Android,Campaign,2024-01-01,1000000,Điện tử,4.0,2024-01-05 10:38:50,2024-01-05 10:38:50,360.0,1.0,3140000.0,3140000.0,3140000.0,0.0,0.2617,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,Điện tử,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FPU,1,1,1,1
ZLP000322,31.0,Female,Đồng Nai,3,1,1,Android,Organic,2023-01-01,3000000,Viễn thông,367.0,2024-01-03 10:33:43,2024-12-28 21:45:05,2.0,15.0,3141000.0,209400.0,320000.0,470000.0,0.0872,360.0,24.0,12.0,12.0,1.067,4.0,837000.0,4.0,Viễn thông,2.0,0.0,13.0,0.1333,3.0,0.2,0.0,RPU_Mid,0,0,0,0
ZLP000323,23.0,Female,Cần Thơ,2,1,1,Android,Referral,2024-11-26,2000000,Chăm sóc sức khỏe,5.0,2024-12-01 11:42:40,2024-12-01 11:42:40,29.0,1.0,26000.0,26000.0,26000.0,26000.0,0.0011,1.0,1.0,1.0,1.0,0.011,1.0,26000.0,1.0,Chăm sóc sức khỏe,0.0,0.0,1.0,0.0,1.0,1.0,0.0,FPU,0,0,0,0
ZLP000324,40.0,Female,Hồ Chí Minh,1,1,1,Android,Unknown,2023-12-02,1000000,Điện & Nước,32.0,2024-01-03 17:21:18,2024-12-29 13:58:58,1.0,14.0,3661000.0,261500.0,376000.0,225000.0,0.3051,360.0,25.7,12.0,12.0,1.143,4.0,1030000.0,4.0,Điện & Nước,0.0,0.0,14.0,0.0,2.0,0.1429,0.0,RPU_Mid,0,0,0,0
ZLP000325,21.0,Male,Hà Nội,1,1,1,Android,Organic,2023-11-02,3000000,Thực phẩm & Ăn uống,62.0,2024-01-03 12:46:33,2024-09-24 17:41:50,97.0,16.0,3000000.0,187500.0,338000.0,0.0,0.0833,265.0,16.6,9.0,9.0,0.0,0.0,0.0,4.0,Thực phẩm & Ăn uống,2.0,1.0,13.0,0.125,2.0,0.125,0.0,RPU_Loyal,1,1,1,1
