customer_id,activation_date,age,gender,city,city_tier,kyc_verified,phone_verified,credit_limit_vnd,primary_cat_pref,referral_source,device_type
ZLP001321,2023-12-02,28.0,Male,Hồ Chí Minh,1,1,1,1000000,Viễn thông,Campaign,iOS
ZLP001322,2023-07-05,31.0,Male,Đồng Nai,3,1,1,2000000,Điện tử,Social,Android
ZLP001323,2023-12-02,27.0,Female,Bình Dương,3,0,1,5000000,Thời trang,Referral,iOS
ZLP001324,2024-04-30,30.0,Male,Cần Thơ,2,1,1,3000000,Điện tử,Unknown,Android
ZLP001325,2024-03-31,28.0,Female,Hải Phòng,2,1,1,3000000,Điện tử,Organic,Android
ZLP001326,2023-10-03,18.0,Male,Hà Nội,1,1,1,2000000,Điện tử,Organic,Android
ZLP001327,2023-07-05,22.0,Male,Hải Phòng,2,0,1,2000000,Du lịch & Vận chuyển,Referral,Android
ZLP001328,2024-03-31,27.0,Female,Hà Nội,1,1,1,1000000,Điện tử,Referral,Android
ZLP001329,2024-03-31,20.0,Male,Hà Nội,1,1,1,3000000,Viễn thông,Referral,iOS
ZLP001330,2023-12-18,31.0,Female,Hà Nội,1,1,1,2000000,Du lịch & Vận chuyển,Campaign,Android
ZLP001331,2024-07-29,37.0,Male,Hồ Chí Minh,1,1,1,3000000,Thực phẩm & Ăn uống,Referral,iOS
ZLP001332,2024-11-26,35.0,Male,Thanh Hóa,3,1,0,2000000,Du lịch & Vận chuyển,Unknown,Android
ZLP001333,2023-11-02,26.0,Other,Hồ Chí Minh,1,1,1,1000000,Chăm sóc sức khỏe,Unknown,Android
ZLP001334,2024-01-31,36.0,Male,Hà Nội,1,1,1,1000000,Điện & Nước,Organic,iOS
ZLP001335,2023-01-01,28.0,Female,Hà Nội,1,1,1,3000000,Chăm sóc sức khỏe,Campaign,iOS
ZLP001336,2024-04-30,25.0,Male,Hồ Chí Minh,1,1,1,1000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP001337,2023-12-18,24.0,Female,Hồ Chí Minh,1,0,1,1000000,Giải trí,Campaign,iOS
ZLP001338,2023-10-03,26.0,Female,Hồ Chí Minh,1,1,1,5000000,Thực phẩm & Ăn uống,Organic,Android
ZLP001339,2024-05-30,25.0,Male,Hà Nội,1,1,1,2000000,Điện & Nước,Campaign,Android
ZLP001340,2024-06-29,29.0,Female,Hải Phòng,2,1,1,1000000,Viễn thông,Unknown,Android
ZLP001341,2023-07-05,28.0,Female,Hà Nội,1,1,1,1000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP001342,2023-04-06,28.0,Male,Hồ Chí Minh,1,1,1,1000000,Thời trang,Social,Android
ZLP001343,2023-12-02,30.0,Female,Cần Thơ,2,1,1,2000000,Điện & Nước,Organic,iOS
ZLP001344,2024-03-01,35.0,Female,Thanh Hóa,3,1,1,3000000,Thực phẩm & Ăn uống,Campaign,iOS
ZLP001345,2024-06-29,33.0,Male,Hồ Chí Minh,1,0,0,1000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP001346,2024-01-31,19.0,Male,Hồ Chí Minh,1,1,1,3000000,Chăm sóc sức khỏe,Campaign,Android
ZLP001347,2024-01-31,18.0,Male,Thanh Hóa,3,1,1,1000000,Viễn thông,Social,Android
ZLP001348,2024-06-29,33.0,Male,Hồ Chí Minh,1,1,0,1000000,Thực phẩm & Ăn uống,Unknown,iOS
ZLP001349,2024-01-15,19.0,Female,Đà Nẵng,2,1,1,5000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP001350,2024-03-01,26.0,Female,Hồ Chí Minh,1,0,0,1000000,Thời trang,Referral,Android
ZLP001351,2024-01-15,20.0,Female,Nghệ An,3,1,1,3000000,Chăm sóc sức khỏe,Campaign,Android
ZLP001352,2024-08-28,18.0,Male,Thanh Hóa,3,1,1,3000000,Điện tử,Organic,Android
ZLP001353,2023-11-02,31.0,Male,Đồng Nai,3,0,1,500000,Thực phẩm & Ăn uống,Organic,Android
ZLP001354,2023-11-02,32.0,Female,Hà Nội,1,1,1,2000000,Thời trang,Social,iOS
ZLP001355,2023-10-03,24.0,Female,Hà Nội,1,1,1,2000000,Viễn thông,Campaign,Android
ZLP001356,2024-06-29,18.0,Female,Hồ Chí Minh,1,1,1,5000000,Điện & Nước,Unknown,iOS
ZLP001357,2023-12-18,24.0,Male,An Giang,3,1,1,2000000,Viễn thông,Unknown,Android
ZLP001358,2023-12-02,30.0,Male,An Giang,3,1,1,2000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP001359,2024-11-26,19.0,Male,Hà Nội,1,1,0,1000000,Thực phẩm & Ăn uống,Organic,Unknown
ZLP001360,2024-09-27,27.0,Other,Cần Thơ,2,1,1,2000000,Điện tử,Social,Android
ZLP001361,2024-11-26,27.0,Female,Hồ Chí Minh,1,1,1,1000000,Du lịch & Vận chuyển,Campaign,Android
ZLP001362,2023-10-03,31.0,Female,Hà Nội,1,1,1,500000,Thực phẩm & Ăn uống,Referral,Android
ZLP001363,2024-08-28,28.0,Female,Cần Thơ,2,1,1,5000000,Điện & Nước,Organic,Android
ZLP001364,2023-12-02,22.0,Male,Hà Nội,1,1,1,1000000,Điện & Nước,Unknown,Android
ZLP001365,2023-01-01,35.0,Female,Hà Nội,1,1,1,1000000,Điện & Nước,Organic,iOS
ZLP001366,2023-12-18,27.0,Female,Hồ Chí Minh,1,1,1,2000000,Du lịch & Vận chuyển,Organic,Android
ZLP001367,2024-01-15,27.0,Female,Đồng Nai,3,1,1,3000000,Giải trí,Organic,iOS
ZLP001368,2023-07-05,27.0,Male,Hải Phòng,2,1,1,500000,Điện & Nước,Campaign,Android
ZLP001369,2024-01-31,25.0,Male,Nghệ An,3,0,1,1000000,Thực phẩm & Ăn uống,Social,Android
ZLP001370,2024-06-29,22.0,Male,Bình Dương,3,1,1,500000,Điện tử,Organic,iOS
ZLP001371,2023-12-18,26.0,Male,Đà Nẵng,2,1,1,500000,Điện & Nước,Organic,Android
ZLP001372,2023-12-02,38.0,Female,Hồ Chí Minh,1,1,1,2000000,Thời trang,Campaign,Android
ZLP001373,2023-12-02,19.0,Female,Thanh Hóa,3,0,1,2000000,Chăm sóc sức khỏe,Unknown,Android
ZLP001374,2024-09-27,18.0,Female,Đà Nẵng,2,0,1,2000000,Chăm sóc sức khỏe,Organic,Android
ZLP001375,2023-04-06,36.0,Female,Bình Dương,3,1,1,2000000,Điện tử,Campaign,Android
ZLP001376,2024-01-01,27.0,Female,Bình Dương,3,1,1,3000000,Điện & Nước,Referral,Android
ZLP001377,2023-11-02,23.0,Male,Hải Phòng,2,0,1,2000000,Thực phẩm & Ăn uống,Social,Android
ZLP001378,2024-08-28,34.0,Male,Hồ Chí Minh,1,1,1,5000000,Giải trí,Referral,iOS
ZLP001379,2023-07-05,24.0,Female,Hồ Chí Minh,1,1,1,2000000,Viễn thông,Organic,iOS
ZLP001380,2023-12-18,38.0,Female,Cần Thơ,2,1,1,3000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP001381,2023-12-18,32.0,Female,An Giang,3,1,1,2000000,Thực phẩm & Ăn uống,Organic,Android
ZLP001382,2024-08-28,25.0,Male,Bình Dương,3,1,1,2000000,Viễn thông,Referral,iOS
ZLP001383,2023-11-02,40.0,Male,Hà Nội,1,1,1,3000000,Viễn thông,Organic,iOS
ZLP001384,2024-03-31,24.0,Male,Hà Nội,1,1,1,1000000,Viễn thông,Organic,Android
ZLP001385,2023-10-03,32.0,Female,Bình Dương,3,1,1,2000000,Du lịch & Vận chuyển,Campaign,Android
ZLP001386,2024-09-27,29.0,Female,Bình Dương,3,1,1,3000000,Điện & Nước,Unknown,Android
ZLP001387,2024-03-01,35.0,Male,Cần Thơ,2,1,1,3000000,Thời trang,Unknown,Android
ZLP001388,2024-03-01,37.0,Female,Hà Nội,1,1,1,2000000,Giải trí,Organic,Android
ZLP001389,2024-01-01,28.0,Female,An Giang,3,0,1,2000000,Giải trí,Organic,iOS
ZLP001390,2023-12-02,23.0,Female,Đà Nẵng,2,1,1,1000000,Thời trang,Organic,Android
ZLP001391,2023-11-02,30.0,Female,Đồng Nai,3,1,1,5000000,Viễn thông,Unknown,iOS
ZLP001392,2024-03-01,23.0,Male,Hồ Chí Minh,1,1,0,1000000,Viễn thông,Referral,iOS
ZLP001393,2024-09-27,40.0,Female,Hà Nội,1,1,1,3000000,Điện tử,Referral,iOS
ZLP001394,2023-12-18,28.0,Female,Hải Phòng,2,1,1,500000,Giải trí,Social,iOS
ZLP001395,2024-08-28,25.0,Male,Hồ Chí Minh,1,1,1,1000000,Điện & Nước,Unknown,Android
ZLP001396,2023-10-03,29.0,Female,Đà Nẵng,2,0,0,1000000,Chăm sóc sức khỏe,Campaign,Android
ZLP001397,2024-09-27,19.0,Female,Hà Nội,1,1,1,2000000,Điện & Nước,Social,Android
ZLP001398,2023-12-02,22.0,Female,Bình Dương,3,1,1,1000000,Viễn thông,Referral,iOS
ZLP001399,2023-12-18,35.0,Female,Hà Nội,1,1,1,500000,Thời trang,Campaign,Android
ZLP001400,2024-01-01,24.0,Female,Hồ Chí Minh,1,0,1,1000000,Viễn thông,Unknown,Android
ZLP001401,2024-04-30,21.0,Female,An Giang,3,1,1,1000000,Điện tử,Unknown,iOS
ZLP001402,2024-04-30,31.0,Male,Đà Nẵng,2,1,1,1000000,Thực phẩm & Ăn uống,Social,Android
ZLP001403,2024-01-01,35.0,Female,Hồ Chí Minh,1,1,0,1000000,Viễn thông,Organic,Android
ZLP001404,2024-01-15,32.0,Female,Hồ Chí Minh,1,1,1,3000000,Thời trang,Organic,iOS
ZLP001405,2023-01-01,33.0,Male,Thanh Hóa,3,1,1,2000000,Điện & Nước,Unknown,Android
ZLP001406,2023-12-02,23.0,Male,Hồ Chí Minh,1,1,1,2000000,Điện tử,Campaign,Android
ZLP001407,2023-12-02,19.0,Female,Cần Thơ,2,1,1,5000000,Thực phẩm & Ăn uống,Social,iOS
ZLP001408,2024-01-31,37.0,Female,Hà Nội,1,1,1,2000000,Giải trí,Referral,Android
ZLP001409,2024-01-31,26.0,Female,Hải Phòng,2,1,1,5000000,Điện & Nước,Social,Android
ZLP001410,2024-04-30,26.0,Female,Bình Dương,3,1,1,1000000,Điện tử,Organic,Android
ZLP001411,2024-04-30,35.0,Male,Đà Nẵng,2,1,1,2000000,Viễn thông,Campaign,iOS
ZLP001412,2023-11-02,31.0,Female,Hồ Chí Minh,1,1,0,2000000,Thực phẩm & Ăn uống,Social,Android
ZLP001413,2024-05-30,30.0,Female,Hải Phòng,2,1,1,2000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP001414,2023-01-01,40.0,Female,Hà Nội,1,1,1,2000000,Thực phẩm & Ăn uống,Referral,Android
ZLP001415,2024-04-30,24.0,Female,Nghệ An,3,1,0,1000000,Thực phẩm & Ăn uống,Referral,Android
ZLP001416,2023-07-05,33.0,Female,Hà Nội,1,1,1,3000000,Điện & Nước,Organic,Android
ZLP001417,2024-04-30,28.0,Female,Bình Dương,3,1,1,2000000,Chăm sóc sức khỏe,Organic,Android
ZLP001418,2024-01-15,29.0,Female,Hồ Chí Minh,1,1,1,500000,Du lịch & Vận chuyển,Referral,iOS
ZLP001419,2024-01-01,37.0,Male,Bình Dương,3,0,1,2000000,Điện & Nước,Organic,Android
ZLP001420,2024-04-30,31.0,Female,Hà Nội,1,1,1,3000000,Chăm sóc sức khỏe,Campaign,Android
ZLP001421,2023-04-06,31.0,Male,Hà Nội,1,1,1,1000000,Điện & Nước,Unknown,Android
ZLP001422,2023-11-02,34.0,Male,Hồ Chí Minh,1,1,1,500000,Chăm sóc sức khỏe,Campaign,Android
ZLP001423,2024-03-01,25.0,Female,Hồ Chí Minh,1,1,1,3000000,Thời trang,Unknown,Android
ZLP001424,2024-07-29,22.0,Male,Hồ Chí Minh,1,0,1,5000000,Viễn thông,Campaign,Android
ZLP001425,2023-12-18,21.0,Female,Hà Nội,1,1,1,500000,Thời trang,Referral,iOS
ZLP001426,2023-11-02,18.0,Male,An Giang,3,1,1,5000000,Thực phẩm & Ăn uống,Organic,Android
ZLP001427,2024-01-15,40.0,Male,Hà Nội,1,1,1,1000000,Thời trang,Organic,Android
ZLP001428,2024-03-01,21.0,Female,Bình Dương,3,1,1,5000000,Thực phẩm & Ăn uống,Unknown,Android
ZLP001429,2023-12-18,26.0,Female,Hồ Chí Minh,1,0,1,2000000,Chăm sóc sức khỏe,Organic,Android
ZLP001430,2024-07-29,26.0,Female,Đà Nẵng,2,0,1,3000000,Điện & Nước,Organic,iOS
ZLP001431,2024-01-15,29.0,Male,Hà Nội,1,0,1,3000000,Thực phẩm & Ăn uống,Social,Android
ZLP001432,2023-04-06,32.0,Male,Thanh Hóa,3,1,1,500000,Thời trang,Social,iOS
ZLP001433,2023-11-02,33.0,Male,Hải Phòng,2,1,1,500000,Thời trang,Unknown,iOS
ZLP001434,2024-01-01,24.0,Male,Hà Nội,1,1,1,2000000,Điện & Nước,Organic,Android
ZLP001435,2024-04-30,26.0,Female,Đồng Nai,3,1,1,1000000,Điện & Nước,Organic,iOS
ZLP001436,2023-11-02,29.0,Male,Hồ Chí Minh,1,1,1,2000000,Điện & Nước,Campaign,Android
ZLP001437,2024-11-26,26.0,Female,Đà Nẵng,2,1,1,5000000,Thực phẩm & Ăn uống,Referral,iOS
ZLP001438,2023-12-02,37.0,Female,Hồ Chí Minh,1,1,1,1000000,Thực phẩm & Ăn uống,Organic,Android
ZLP001439,2024-01-31,30.0,Female,Hà Nội,1,1,1,2000000,Thời trang,Organic,Android
ZLP001440,2023-01-01,32.0,Female,Hồ Chí Minh,1,1,1,2000000,Thực phẩm & Ăn uống,Referral,Android
ZLP001441,2024-08-28,31.0,Male,Bình Dương,3,0,1,2000000,Thực phẩm & Ăn uống,Referral,Android
ZLP001442,2024-06-29,35.0,Male,Hà Nội,1,1,0,1000000,Chăm sóc sức khỏe,Organic,Unknown
ZLP001443,2023-11-02,29.0,Female,Bình Dương,3,1,1,1000000,Thời trang,Unknown,Android
ZLP001444,2024-09-27,20.0,Female,Đà Nẵng,2,1,0,3000000,Thời trang,Organic,iOS
ZLP001445,2023-12-02,30.0,Female,Hồ Chí Minh,1,1,0,3000000,Thực phẩm & Ăn uống,Social,iOS
ZLP001446,2024-04-30,24.0,Female,Bình Dương,3,1,1,3000000,Chăm sóc sức khỏe,Unknown,Android
ZLP001447,2024-06-29,24.0,Male,Hải Phòng,2,1,1,3000000,Điện & Nước,Unknown,Android
ZLP001448,2024-05-30,31.0,Male,An Giang,3,1,1,2000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP001449,2024-08-28,35.0,Female,Đà Nẵng,2,1,1,3000000,Điện & Nước,Organic,iOS
ZLP001450,2024-07-29,27.0,Female,Bình Dương,3,1,1,2000000,Điện & Nước,Social,Android
ZLP001451,2024-11-26,29.0,Female,Bình Dương,3,1,1,1000000,Điện & Nước,Organic,Android
ZLP001452,2023-10-03,38.0,Female,Hồ Chí Minh,1,0,1,2000000,Thực phẩm & Ăn uống,Referral,Android
ZLP001453,2023-12-02,29.0,Male,Hồ Chí Minh,1,1,1,1000000,Điện tử,Campaign,iOS
ZLP001454,2024-03-31,43.0,Male,Hồ Chí Minh,1,1,1,2000000,Viễn thông,Organic,Android
ZLP001455,2024-04-30,31.0,Female,Hà Nội,1,0,0,1000000,Điện & Nước,Unknown,iOS
ZLP001456,2024-01-31,18.0,Female,Hà Nội,1,1,0,2000000,Điện tử,Social,Android
ZLP001457,2023-07-05,32.0,Female,Thanh Hóa,3,1,1,1000000,Viễn thông,Organic,iOS
ZLP001458,2024-07-29,30.0,Male,Hà Nội,1,0,1,3000000,Điện tử,Campaign,iOS
ZLP001459,2024-11-26,35.0,Male,Bình Dương,3,1,1,2000000,Điện & Nước,Campaign,Android
ZLP001460,2023-12-18,32.0,Female,Bình Dương,3,0,1,5000000,Viễn thông,Social,Android
ZLP001461,2023-11-02,27.0,Male,Hồ Chí Minh,1,1,1,500000,Thời trang,Organic,iOS
ZLP001462,2023-01-01,20.0,Female,Hồ Chí Minh,1,1,1,2000000,Du lịch & Vận chuyển,Unknown,Unknown
ZLP001463,2023-11-02,26.0,Female,Đà Nẵng,2,1,0,2000000,Điện tử,Organic,iOS
ZLP001464,2024-04-30,22.0,Female,Bình Dương,3,1,1,5000000,Thực phẩm & Ăn uống,Unknown,iOS
ZLP001465,2024-08-28,27.0,Male,Thanh Hóa,3,1,1,1000000,Điện tử,Referral,iOS
ZLP001466,2023-07-05,31.0,Female,Hà Nội,1,0,1,1000000,Thời trang,Unknown,Android
ZLP001467,2024-01-31,38.0,Male,An Giang,3,1,1,1000000,Chăm sóc sức khỏe,Social,iOS
ZLP001468,2024-04-30,30.0,Male,Hà Nội,1,1,1,1000000,Chăm sóc sức khỏe,Organic,Android
ZLP001469,2023-12-02,20.0,Male,Bình Dương,3,1,1,2000000,Giải trí,Unknown,Android
ZLP001470,2024-01-31,30.0,Male,Đà Nẵng,2,1,1,3000000,Điện & Nước,Social,Android
ZLP001471,2024-04-30,35.0,Female,Hồ Chí Minh,1,1,1,1000000,Thực phẩm & Ăn uống,Unknown,iOS
ZLP001472,2024-07-29,24.0,Male,Hồ Chí Minh,1,1,1,1000000,Viễn thông,Campaign,iOS
ZLP001473,2024-01-01,27.0,Male,Hồ Chí Minh,1,1,1,1000000,Thời trang,Campaign,Android
ZLP001474,2024-05-30,28.0,Female,Hà Nội,1,1,1,1000000,Điện tử,Campaign,iOS
ZLP001475,2023-12-02,23.0,Male,Bình Dương,3,1,1,5000000,Viễn thông,Unknown,iOS
ZLP001476,2023-11-02,31.0,Female,Hồ Chí Minh,1,1,1,3000000,Thực phẩm & Ăn uống,Organic,Android
ZLP001477,2023-10-03,27.0,Male,Cần Thơ,2,1,1,1000000,Thời trang,Campaign,Android
ZLP001478,2023-12-18,30.0,Male,Hà Nội,1,1,1,1000000,Điện tử,Unknown,Android
ZLP001479,2023-04-06,22.0,Female,Đồng Nai,3,1,1,5000000,Điện & Nước,Campaign,Android
ZLP001480,2023-12-02,25.0,Male,Đồng Nai,3,1,1,500000,Du lịch & Vận chuyển,Campaign,iOS
ZLP001481,2024-03-31,32.0,Female,Đồng Nai,3,1,1,2000000,Điện & Nước,Referral,Android
ZLP001482,2024-03-31,25.0,Male,Đà Nẵng,2,1,1,5000000,Giải trí,Unknown,Android
ZLP001483,2023-07-05,38.0,Male,Hà Nội,1,1,1,2000000,Viễn thông,Organic,Android
ZLP001484,2023-12-02,25.0,Male,Đồng Nai,3,1,1,500000,Viễn thông,Unknown,Android
ZLP001485,2024-01-31,29.0,Male,Hồ Chí Minh,1,1,1,1000000,Thực phẩm & Ăn uống,Organic,Android
ZLP001486,2023-12-02,33.0,Male,Hà Nội,1,1,1,5000000,Điện tử,Social,Android
ZLP001487,2023-12-18,19.0,Female,Hồ Chí Minh,1,0,0,500000,Điện & Nước,Organic,iOS
ZLP001488,2024-04-30,18.0,Female,Cần Thơ,2,1,1,2000000,Viễn thông,Organic,Android
ZLP001489,2023-01-01,18.0,Male,Bình Dương,3,1,1,3000000,Giải trí,Social,Android
ZLP001490,2023-12-02,35.0,Male,Cần Thơ,2,1,1,3000000,Du lịch & Vận chuyển,Campaign,iOS
ZLP001491,2023-10-03,24.0,Female,Hà Nội,1,1,1,2000000,Viễn thông,Campaign,iOS
ZLP001492,2023-10-03,43.0,Female,Hồ Chí Minh,1,0,1,1000000,Thời trang,Campaign,iOS
ZLP001493,2024-09-27,27.0,Female,An Giang,3,1,1,2000000,Viễn thông,Referral,iOS
ZLP001494,2023-12-18,29.0,Female,Đà Nẵng,2,1,1,1000000,Thời trang,Organic,iOS
ZLP001495,2024-01-15,37.0,Female,Hà Nội,1,1,1,1000000,Thực phẩm & Ăn uống,Organic,iOS
ZLP001496,2024-04-30,40.0,Male,Đà Nẵng,2,1,1,3000000,Thực phẩm & Ăn uống,Campaign,Unknown
ZLP001497,2023-04-06,40.0,Female,Hồ Chí Minh,1,0,1,1000000,Thời trang,Organic,iOS
ZLP001498,2023-11-02,35.0,Female,Hồ Chí Minh,1,1,1,500000,Viễn thông,Referral,iOS
ZLP001499,2024-06-29,34.0,Female,Hà Nội,1,1,1,1000000,Thực phẩm & Ăn uống,Social,Android
ZLP001500,2024-07-29,31.0,Male,Hồ Chí Minh,1,1,1,2000000,Du lịch & Vận chuyển,Referral,Android
ZLP001501,2023-12-18,32.0,Female,Hồ Chí Minh,1,1,1,3000000,Điện tử,Campaign,Unknown
ZLP001502,2023-12-18,27.0,Female,An Giang,3,1,1,3000000,Thực phẩm & Ăn uống,Campaign,Android
ZLP001503,2024-05-30,23.0,Male,Đà Nẵng,2,1,1,2000000,Viễn thông,Organic,iOS
ZLP001504,2023-12-02,27.0,Female,Hà Nội,1,1,1,2000000,Điện tử,Unknown,Android
ZLP001505,2023-07-05,26.0,Male,Bình Dương,3,1,1,2000000,Chăm sóc sức khỏe,Campaign,Android
ZLP001506,2023-11-02,25.0,Male,Nghệ An,3,1,1,1000000,Chăm sóc sức khỏe,Campaign,iOS
ZLP001507,2023-12-18,32.0,Male,Hồ Chí Minh,1,1,1,2000000,Thời trang,Organic,Android
ZLP001508,2023-04-06,33.0,Male,Hải Phòng,2,1,1,2000000,Thực phẩm & Ăn uống,Referral,iOS
ZLP001509,2024-01-01,28.0,Male,Đà Nẵng,2,1,1,500000,Điện tử,Referral,Android
ZLP001510,2024-05-30,36.0,Female,Hồ Chí Minh,1,1,1,1000000,Điện & Nước,Organic,Unknown
ZLP001511,2024-01-15,21.0,Male,Hà Nội,1,1,1,2000000,Chăm sóc sức khỏe,Campaign,iOS
ZLP001512,2023-07-05,26.0,Female,Hà Nội,1,0,1,2000000,Điện & Nước,Referral,Android
ZLP001513,2024-01-01,23.0,Male,Bình Dương,3,1,1,2000000,Thời trang,Organic,Android
ZLP001514,2024-04-30,18.0,Male,Hồ Chí Minh,1,0,1,3000000,Thời trang,Campaign,Android
ZLP001515,2023-04-06,27.0,Female,Đà Nẵng,2,1,1,2000000,Viễn thông,Organic,Unknown
ZLP001516,2023-04-06,27.0,Female,Bình Dương,3,1,1,5000000,Điện & Nước,Unknown,Android
ZLP001517,2023-12-18,27.0,Female,Hà Nội,1,1,1,2000000,Điện tử,Campaign,Android
ZLP001518,2023-11-02,31.0,Other,Hải Phòng,2,1,0,2000000,Điện & Nước,Referral,iOS
ZLP001519,2024-09-27,21.0,Male,Hải Phòng,2,1,1,500000,Điện & Nước,Organic,Unknown
ZLP001520,2024-01-31,39.0,Male,Hà Nội,1,1,1,1000000,Thời trang,Referral,iOS
ZLP001521,2023-12-02,35.0,Female,Thanh Hóa,3,1,1,3000000,Du lịch & Vận chuyển,Referral,iOS
ZLP001522,2024-04-30,31.0,Other,Hồ Chí Minh,1,1,1,1000000,Điện & Nước,Campaign,Android
ZLP001523,2023-12-18,26.0,Female,Hồ Chí Minh,1,1,1,1000000,Thời trang,Unknown,Android
ZLP001524,2023-10-03,27.0,Female,Hà Nội,1,1,1,2000000,Viễn thông,Social,iOS
ZLP001525,2023-11-02,25.0,Female,Cần Thơ,2,1,1,500000,Điện tử,Campaign,Android
ZLP001526,2024-03-31,34.0,Male,Cần Thơ,2,1,1,2000000,Giải trí,Campaign,Android
ZLP001527,2023-04-06,39.0,Female,Hà Nội,1,1,1,1000000,Viễn thông,Unknown,Android
ZLP001528,2023-11-02,27.0,Female,Hồ Chí Minh,1,1,1,2000000,Giải trí,Unknown,Android
ZLP001529,2023-11-02,25.0,Female,Hồ Chí Minh,1,1,1,3000000,Du lịch & Vận chuyển,Social,iOS
ZLP001530,2023-11-02,21.0,Male,Hải Phòng,2,1,1,2000000,Thời trang,Referral,Android
ZLP001531,2024-03-31,28.0,Male,Hải Phòng,2,1,1,2000000,Điện tử,Organic,iOS
ZLP001532,2024-06-29,18.0,Male,Cần Thơ,2,1,1,2000000,Chăm sóc sức khỏe,Referral,iOS
ZLP001533,2024-04-30,27.0,Male,Cần Thơ,2,1,1,3000000,Chăm sóc sức khỏe,Organic,iOS
ZLP001534,2024-03-31,27.0,Female,Đà Nẵng,2,1,1,3000000,Viễn thông,Organic,Android
ZLP001535,2024-08-28,25.0,Male,Hồ Chí Minh,1,1,1,1000000,Chăm sóc sức khỏe,Referral,Android
ZLP001536,2023-04-06,18.0,Male,Hà Nội,1,0,1,1000000,Viễn thông,Unknown,iOS
ZLP001537,2023-10-03,31.0,Male,Bình Dương,3,0,1,1000000,Chăm sóc sức khỏe,Organic,iOS
ZLP001538,2023-12-18,24.0,Female,Đà Nẵng,2,1,0,1000000,Viễn thông,Organic,Android
ZLP001539,2023-12-18,20.0,Female,Hồ Chí Minh,1,1,1,500000,Thời trang,Organic,Android
ZLP001540,2023-12-18,18.0,Male,Nghệ An,3,1,1,1000000,Điện tử,Unknown,Android
ZLP001541,2023-11-02,27.0,Male,Hải Phòng,2,1,1,3000000,Thực phẩm & Ăn uống,Referral,Android
ZLP001542,2023-10-03,38.0,Male,Hồ Chí Minh,1,0,1,2000000,Chăm sóc sức khỏe,Referral,iOS
ZLP001543,2024-01-15,37.0,Female,Cần Thơ,2,1,1,1000000,Du lịch & Vận chuyển,Campaign,Android
ZLP001544,2024-09-27,25.0,Male,An Giang,3,1,1,2000000,Viễn thông,Campaign,Android
ZLP001545,2023-12-18,24.0,Female,Hồ Chí Minh,1,0,0,3000000,Điện & Nước,Organic,Android
ZLP001546,2023-04-06,30.0,Male,Đà Nẵng,2,1,1,1000000,Thời trang,Organic,Unknown
ZLP001547,2024-04-30,22.0,Male,Hà Nội,1,1,1,2000000,Thời trang,Social,iOS
ZLP001548,2023-12-02,29.0,Female,Hà Nội,1,1,0,500000,Thực phẩm & Ăn uống,Campaign,Android
ZLP001549,2023-11-02,32.0,Male,Hải Phòng,2,1,1,2000000,Chăm sóc sức khỏe,Organic,Android
ZLP001550,2023-12-02,35.0,Female,Hà Nội,1,1,0,1000000,Chăm sóc sức khỏe,Referral,iOS
ZLP001551,2024-04-30,27.0,Male,Hồ Chí Minh,1,0,1,2000000,Thực phẩm & Ăn uống,Organic,Android
ZLP001552,2024-06-29,26.0,Female,Hồ Chí Minh,1,0,1,2000000,Điện tử,Campaign,iOS
ZLP001553,2024-03-01,22.0,Female,Hồ Chí Minh,1,1,1,2000000,Thời trang,Organic,iOS
ZLP001554,2023-12-02,23.0,Female,Hà Nội,1,1,1,2000000,Thực phẩm & Ăn uống,Referral,Android
ZLP001555,2023-12-02,26.0,Male,Bình Dương,3,1,1,2000000,Giải trí,Unknown,Android
ZLP001556,2023-10-03,30.0,Male,Hồ Chí Minh,1,1,1,500000,Thực phẩm & Ăn uống,Campaign,Android
ZLP001557,2024-09-27,33.0,Female,Cần Thơ,2,1,1,2000000,Thời trang,Unknown,Unknown
ZLP001558,2024-03-31,23.0,Female,Bình Dương,3,1,1,3000000,Thực phẩm & Ăn uống,Referral,iOS
ZLP001559,2023-01-01,36.0,Female,Hồ Chí Minh,1,0,1,3000000,Điện & Nước,Campaign,iOS
ZLP001560,2024-03-31,26.0,Male,Cần Thơ,2,0,0,5000000,Điện & Nước,Organic,Android
ZLP001561,2024-01-01,27.0,Male,Bình Dương,3,1,1,1000000,Viễn thông,Unknown,Android
ZLP001562,2024-11-26,23.0,Female,Hà Nội,1,1,1,1000000,Chăm sóc sức khỏe,Organic,iOS
ZLP001563,2024-06-29,18.0,Male,Hà Nội,1,1,1,2000000,Thực phẩm & Ăn uống,Referral,Android
ZLP001564,2023-10-03,33.0,Male,Cần Thơ,2,1,1,1000000,Thời trang,Unknown,iOS
ZLP001565,2024-04-30,32.0,Male,Thanh Hóa,3,1,1,500000,Giải trí,Campaign,iOS
ZLP001566,2024-01-15,26.0,Female,Hà Nội,1,1,1,2000000,Điện & Nước,Organic,Unknown
